Id,OriginalLanguage,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount,Budget,TagLine,RunTime,Revenue,Genres,North America,Europe,Asia,Oceania,South America,Africa
397567,0,died unexpectedly firefighter jahong taken afterlife afterlife guardians passes trials days proves innocent human life ’ able reincarnate afterlife guardians side defend trial,4.382226614676548,2017-12-20,along gods two worlds,8.1,6.784457062637643,16.722411617811648,fate continues even death,139,18.651665250475133,action adventure fantasy thriller,0,0,1,0,0,0
76341,1,apocalyptic story set furthest reaches planet stark desert landscape humanity broken everyone crazed fighting necessities life within world exist two rebels run might able restore order,4.381776603418673,2015-05-13,mad max fury road,7.6,9.951277216371976,18.82614585206053,lovely day,121,19.752672920089054,action adventure sciencefiction,1,0,0,1,0,1
866346,1,ashley young daughter sarah get caught criminal enterprise puts lives risk turns person help estranged father matt currently living life retired beach bum cayman islands reunion fleeting soon tracked island crime boss donnie lieutenant bobo ashley sarah matt become entangled increasingly dangerous web ashley quickly learns father secret past knew nothing father meets eye,4.379134957803343,2023-08-24,retirement plan,6.0,3.80666248977032,0.0,people change assassins dont,103,0.0,comedy action,1,0,0,0,0,0
70981,1,team explorers discover clue origins mankind earth leading journey darkest corners universe must fight terrifying battle save future human race,4.377993512559716,2012-05-30,prometheus,6.5,9.333177281935246,18.683045008419857,search beginning could lead end,124,19.815326308993328,sciencefiction adventure mystery,1,1,0,0,0,0
529203,1,searching safer habitat prehistoric crood family discovers idyllic walledin paradise meets needs unfortunately must also learn live bettermans family thats couple steps croods evolutionary ladder tensions new neighbors start rise new threat soon propels clans epic adventure forces embrace differences draw strength one another survive together,4.376121735018497,2020-11-25,croods new age,7.5,8.167068178341237,17.98989782785991,future aint used,95,19.19035282888796,animation family adventure fantasy comedy,1,0,0,0,0,0
425909,1,single mom two kids arrive small town begin discover connection original ghostbusters secret legacy grandfather left behind,4.376084012218203,2021-11-11,ghostbusters afterlife,7.4,8.28045768658256,18.132998671500584,discover past protect future,124,19.067783986010905,fantasy comedy adventure,1,0,0,0,0,0
131631,1,katniss everdeen reluctantly becomes symbol mass rebellion autocratic capitol,4.373515517655455,2014-11-19,hunger games mockingjay part,6.8,9.600759521879077,18.643824295266576,fire burns brighter darkness,123,20.44270066053756,sciencefiction adventure thriller,1,0,0,0,0,0
168259,1,deckard shaw seeks revenge dominic toretto family comatose brother,4.373439873736559,2015-04-01,furious,7.2,9.212936997823448,19.06253463012476,vengeance hits home,137,21.138906596395763,action thriller crime,1,0,0,0,0,0
37135,1,tarzan small orphan raised ape named kala since child believed family expedition jane porter rescued tarzan finds hes human tarzan must make decision family belong,4.372847131656588,1999-06-18,tarzan,7.4,8.74369111054302,18.683045008419857,immortal legend youve imagined,88,19.920731866152465,family adventure animation drama,1,0,0,0,0,0
190859,1,us navy seal chris kyle takes sole mission—protect comrades—to heart becomes one lethal snipers american history pinpoint accuracy saves countless lives also makes prime target insurgents despite grave danger struggle good husband father family back states kyle serves four tours duty iraq however finally returns home finds leave war behind,4.372405499629827,2014-12-25,american sniper,7.4,9.405249044275608,17.889652412868855,lethal sniper us history,133,20.111343599713184,war action,1,0,0,0,0,0
150689,1,father unexpectedly passes away young ella finds mercy cruel stepmother daughters never one give hope ellas fortunes begin change meeting dashing stranger woods,4.371370054485353,2015-03-06,cinderella,6.8,8.809116258125274,18.36938744956481,midnight beginning,105,20.113566672640506,romance fantasy family drama,1,1,0,0,0,0
61979,0,story two young people belong different worlds chronicle love improbable almost impossible inevitable dragging frantic journey discover first great love babi girl uppermiddle class educated goodness innocence hache rebellious boy impulsive unconscious appetite risk danger embodied endless fights illegal motorbike races limit common sense,4.369663019190419,2010-12-03,three steps heaven,7.8,7.9391588179567965,0.0,ever touch sky,122,0.0,romance drama,0,1,0,0,0,0
228326,1,journey manolo young man torn fulfilling expectations family following heart choosing path follow embarks incredible adventure spans three fantastical worlds must face greatest fears,4.366684544374611,2014-10-01,book life,7.5,7.807916628926408,17.72753356339242,blast fun,95,18.394717661156392,animation adventure comedy family fantasy,1,0,0,0,0,0
14411,1,sailor legend framed goddess eris theft book peace must travel realm end world retrieve save life childhood friend prince proteus,4.3660496801507405,2003-07-02,sinbad legend seven seas,6.9,7.54274354536855,17.909855120186375,studio brought shrek,90,18.20708996922957,family animation adventure comedy fantasy action,1,0,0,0,0,0
49013,1,star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship becomes rocky mater gets caught intriguing adventure international espionage,4.365681274137745,2011-06-11,cars,6.1,8.874867635688053,19.11382792451231,kaciao,106,20.143183728379103,animation family adventure comedy,1,0,0,0,0,0
105,1,eighties teenager marty mcfly accidentally sent back time inadvertently disrupting parents first meeting attracting mothers romantic interest marty must repair damage history rekindling parents romance help eccentric inventor friend doc brown return,4.365045772451343,1985-07-03,back future,8.3,9.827685839119846,16.759949537130716,hes kid ever get trouble born,116,19.758597980840083,adventure comedy sciencefiction,1,0,0,0,0,0
119450,1,group scientists san francisco struggle stay alive aftermath plague wiping humanity caesar tries maintain dominance community intelligent apes,4.363684440426017,2014-06-26,dawn planet apes,7.3,9.246479418592056,18.951308995014536,one last chance peace,130,20.38168295559927,sciencefiction action drama thriller,1,0,0,0,0,0
1126577,1,bailing wedding former bridetobe must fight exgroom seven angry killer groomsmen order survive night,4.36341704542471,2023-08-03,til death us part,6.1,3.610917912644224,0.0,,109,0.0,horror thriller action,1,0,0,0,0,0
630586,1,jen group friends set hike appalachian trail despite warnings stick trail hikers stray course—and cross land inhabited foundation hidden community mountain dwellers use deadly means protect way life,4.363264216172894,2021-01-26,wrong turn,6.0,6.885509670034818,0.0,land land,110,15.144697121610244,horror thriller drama,1,1,0,0,0,0
260513,1,elastigirl springs action save day mr incredible faces greatest challenge yet – taking care problems three children,4.360841301880897,2018-06-14,incredibles,7.5,9.401208634738603,19.11382792451231,time get back incredible,118,20.940637047511206,action adventure animation family,1,0,0,0,0,0
50620,1,birth renesmee cullens gather vampire clans order protect child false allegation puts family front volturi,4.35763147783916,2012-11-13,twilight saga breaking dawn part,6.5,9.033961124637855,18.60300230074632,epic finale live forever,115,20.536632181202723,adventure fantasy drama romance,1,0,0,0,0,0
668482,1,extraordinary young girl discovers superpower summons remarkable courage odds help others change stories whilst also taking charge destiny standing whats right shes met miraculous results,4.355015085427032,2022-11-25,roald dahls matilda musical,6.8,6.461468176353717,17.034386382832476,meet exception rules,117,17.38792220487957,family comedy fantasy,0,1,0,0,0,0
335795,1,clawdeen wolf half human half werewolf recently started attending monster high school monsters forms quickly befriending classmates frankie stein draculaura clawdeen feels like finally found place truly thinks soon devious plan destroy monster high threatens reveal real identity clawdeen must learn embrace true monster heart late,4.35477105298235,2022-10-06,monster high movie,7.1,5.241747015059643,13.815510557964274,skulls session,91,0.0,family fantasy comedy adventure,1,0,0,0,0,0
550988,1,bank teller discovers actually background player openworld video game decides become hero story world limits determined guy saves world way late,4.354591201487812,2021-08-11,free guy,7.5,8.950143756459262,18.51599092375669,lifes short background character,115,19.61921859966563,comedy adventure sciencefiction,1,0,0,0,0,0
717728,1,forced travel boyfriend horror festival laine begins experience disturbing visions associated urban legend creeper festival arrives bloodsoaked entertainment builds frenzy becomes center something unearthly summoned,4.353408514851865,2022-09-15,jeepers creepers reborn,5.6,6.785587645007929,15.424948470398377,evils back,88,15.63605393381054,horror thriller mystery,1,1,0,0,0,0
38365,1,high school basketball coach passes away five good friends former teammates reunite fourth july holiday weekend,4.353382788732135,2010-06-24,grown ups,6.4,8.630700432209832,18.197537192638155,boys boys longer others,102,19.41921553351942,comedy,1,0,0,0,0,0
39254,1,charlie kenton washedup fighter retired ring robots took sport robot trashed reluctantly teams estranged son rebuild train unlikely contender,4.3511420790095015,2011-09-28,real steel,7.0,8.936955604225226,18.51599092375669,courage stronger steel,127,19.516851748443067,action sciencefiction drama,1,0,1,0,0,0
10020,1,follow adventures belle bright young woman finds castle prince whos turned mysterious beast help castles enchanted staff belle soon learns important lesson true beauty comes within,4.345453413818013,1991-10-22,beauty beast,7.7,9.137769679141348,17.034386382832476,beautiful love story ever told,84,19.867523535750927,romance family animation fantasy,1,0,0,0,0,0
124905,1,ford brody navy bomb expert reunited family san francisco forced go japan help estranged father joe soon men swept escalating crisis ancient alpha predator arises sea combat malevolent adversaries threaten survival humanity creatures leave colossal destruction wake make way toward final battleground san francisco,4.345349683413241,2014-05-14,godzilla,6.3,9.03741453682259,18.890684373198106,world ends godzilla begins,123,20.08664277721624,action drama sciencefiction,1,0,0,0,0,0
301528,1,woody always confident place world priority taking care kid whether thats andy bonnie bonnie adds reluctant new toy called forky room road trip adventure alongside old new friends show woody big world toy,4.344804922186768,2019-06-19,toy story,7.5,9.11964950669168,18.980296531887788,get ready hit road,100,20.79409198042955,family adventure animation comedy fantasy,1,0,0,0,0,0
424139,1,laurie strode comes final confrontation michael myers masked figure haunted since narrowly escaped killing spree halloween night four decades ago,4.344259864033738,2018-10-18,halloween,6.5,8.381831553485561,16.11809565095832,face fate,106,19.37580749961172,horror thriller,1,0,0,0,0,0
988078,0,year longdistance raquel ares reunite steamy beach trip faced fresh flirtations insecurities love prevail,4.342856920220145,2023-06-23,window across sea,6.6,6.340359303727752,0.0,,110,0.0,romance drama comedy,0,1,0,0,0,0
460458,1,booming home pharmaceutical giant umbrella corporation raccoon city dying midwestern town company ’ exodus left city wasteland…with great evil brewing surface evil unleashed townspeople forever…changed…and small group survivors must work together uncover truth behind umbrella make night,4.341438987692097,2021-11-24,resident evil welcome raccoon city,6.0,7.691656822810547,17.034386382832476,witness beginning evil,107,17.551152288138404,horror sciencefiction action,1,1,1,0,0,0
400535,1,agent matt graver teams operative alejandro gillick prevent mexican drug cartels smuggling terrorists across united states border,4.340735780256001,2018-06-27,sicario day soldado,6.9,8.074960359115858,17.37085861945369,rules time,122,18.14409267814021,action crime thriller,1,0,0,0,0,0
796185,0,dartagnan spirited young gascon left dead trying save noblewoman kidnapped paris tries means find attackers unaware quest lead heart war future france stake aided kings musketeers athos porthos aramis faces machinations villainous cardinal richelieu milady de winter falling love constance queens confidante,4.33999296887638,2023-04-05,three musketeers dartagnan,7.2,6.553933404025811,17.1296965626368,,121,17.254820956176957,adventure action history drama,0,1,0,0,0,0
551271,1,story 14th century czech icon warlord jan zizka defeated armies teutonic order holy roman empire,4.339171324367452,2022-09-08,medieval,7.1,6.016157159698354,16.951004773893423,honor justice freedom,126,15.276746329545958,action drama history,0,1,0,0,0,0
9502,1,valley peace threatened lazy po panda discovers destiny chosen one trains become kung fu hero transforming unsleek slacker brave warrior wont easy master shifu furious five tigress crane mantis viper monkey give try,4.336270612835677,2008-06-04,kung fu panda,7.2,9.264449697623215,18.683045008419857,prepare awesomeness,90,20.263995693194317,action adventure animation family comedy,1,0,0,0,0,0
1013860,1,sheriff roy pulsipher finds afterlife joins special police force returns earth save humanity undead,4.335943428385798,2022-11-15,ripd rise damned,6.4,6.26530121273771,0.0,meet new law afterlife,102,0.0,action comedy fantasy crime,1,0,0,0,0,0
157433,1,dr louis creed wife rachel move boston ludlow rural maine two young children hidden woods near new family home ellie eldest daughter discovers mysterious cemetery pets community members buried,4.334843303856011,2019-04-04,pet sematary,5.7,8.003028666384733,16.860032995687696,sometimes dead better,101,18.54394407752846,horror thriller,1,0,0,0,0,0
1127227,0,ella events project manager usually takes private transportation service however forced take bus bus conductor rico becomes aroused body gets pressed due thick crowd encounter deeply affects ella night starts pursuing rico even discovering rico already married daughter ella ’ care ’ anything make want much,4.3342403414573525,2023-06-23,tayuan,8.4,1.6094379124341005,0.0,,101,0.0,drama,0,0,1,0,0,0
37265,0,five years marriage diana discovers joys adultery claiming save failing relationship betrayal,4.332508080292696,1992-02-21,ladies,4.8,5.82600010738045,0.0,new erotic masterpiece tinto brass director caligula,93,0.0,comedy drama,0,1,0,0,0,0
879444,1,accident man back time must best top assassins world protect ungrateful son mafia boss save life friend rekindle relationship maniacal father figure,4.332008842277177,2022-10-14,accident man hitmans holiday,6.5,4.787491742782046,0.0,vacation die,96,0.0,action comedy crime,0,1,0,0,0,0
961323,1,knight framed tragic crime teams scrappy shapeshifting teen prove innocence,4.331114846450968,2023-06-23,nimona,8.0,6.282266746896006,0.0,new hero takes shape,102,0.0,animation fantasy adventure comedy family,1,1,0,0,0,0
573171,0,follow adventures toto family travel south pole fulfill promise return polar bear spanish penguins home order fulfill promise overcome obstacles teach important teamwork,4.330785970480285,2022-12-14,frozen rooster,7.7,5.777652323222656,0.0,,91,0.0,animation adventure comedy family,1,0,0,0,0,0
530385,1,several friends travel sweden study anthropologists summer festival held every ninety years remote hometown one begins dream vacation place sun never sets gradually turns dark nightmare mysterious inhabitants invite participate disturbing festive activities,4.330535952385569,2019-07-03,midsommar,7.2,8.740656691541368,16.012735135300492,let festivities begin,147,17.686073261030387,horror drama mystery,1,1,0,0,0,0
454626,1,powered incredible speed sonic hedgehog embraces new home earth sonic sparks attention superuncool evil genius dr robotnik ’ supervillain vs supersonic allout race across globe stop robotnik using sonic ’ unique power world domination,4.3302332152446485,2020-02-12,sonic hedgehog,7.3,9.09661160664784,18.258161814454592,whole new speed hero,99,19.5829426681913,action sciencefiction comedy family,1,0,1,0,0,0
348,1,return earth commercial spaceship nostromo intercepts distress signal distant planet threemember team crew discovers chamber containing thousands eggs planet creature inside one eggs attacks explorer entire crew unaware impending nightmare set descend upon alien parasite planted inside unfortunate host birthed,4.329917217875331,1979-05-25,alien,8.1,9.494541392591309,16.213405830762646,space one hear scream,117,18.4688211828103,horror sciencefiction,1,1,0,0,0,0
102651,1,beautiful purehearted young woman maleficent idyllic life growing peaceable forest kingdom one day invading army threatens harmony land maleficent rises lands fiercest protector ultimately suffers ruthless betrayal – act begins turn heart stone bent revenge maleficent faces epic battle invading kings successor result places curse upon newborn infant aurora child grows maleficent realizes aurora holds key peace kingdom – maleficents true happiness well,4.329508906762937,2014-05-28,maleficent,7.1,9.434283603460957,19.00846740885449,dont believe fairy tale,97,20.4469058075856,fantasy adventure action family romance,1,0,0,0,0,0
893345,1,verity peter ’ trip old family mansion takes turn floor room suddenly gives way fall underground chamber met civilization creatures leader tells peters arrival foretold ’ one use great clock citadel restart time destroy shroud malevolent creature feeds fear,4.325892695880121,2023-04-27,secret kingdom,6.8,3.7612001156935615,0.0,,98,0.0,family fantasy adventure,0,0,0,1,0,0
98566,1,kingpin threatens new york city group mutated turtle warriors must emerge shadows protect home,4.325628226074419,2014-08-07,teenage mutant ninja turtles,5.9,8.766550149546351,18.643824295266576,mysterious dangerous reptilious youve never seen heroes like,101,19.999669250915574,sciencefiction action adventure comedy,1,0,0,0,0,0
22803,1,frustrated man decides take justice hands plea bargain sets one familys killers free targets killer also district attorney others involved deal,4.325271080851408,2009-10-15,law abiding citizen,7.4,8.448271745949816,17.785802471516394,justice cost,109,18.66710485186277,drama crime thriller,1,1,0,0,0,0
1074034,1,small outpost ambushed us army squad must take battle ground highstakes mission new type warfare likes never seen,4.325072611709401,2023-02-24,ambush,6.5,4.127134385045092,0.0,enemy everywhere,104,0.0,war action thriller,0,0,0,0,0,0
76338,1,thor fights restore order across cosmos… ancient race led vengeful malekith returns plunge universe back darkness faced enemy even odin asgard withstand thor must embark perilous personal journey yet one reunite jane foster force sacrifice everything save us,4.323549704914906,2013-10-30,thor dark world,6.5,9.705707120679628,18.951308995014536,delve darkness,112,20.28442460117216,action adventure fantasy,1,0,0,0,0,0
207703,1,story supersecret spy organization recruits unrefined promising street kid agencys ultracompetitive training program global threat emerges twisted tech genius,4.322913370181375,2014-12-13,kingsman secret service,7.6,9.662498208076329,18.209959712636717,manners maketh man,129,19.84222531639753,crime comedy action adventure,1,1,0,0,0,0
72190,1,life former united nations investigator gerry lane family seems content suddenly world plagued mysterious infection turning whole human populations rampaging mindless zombies barely escaping chaos lane persuaded go mission investigate disease follows perilous trek around world lane must brave horrific dangers long odds find answers human civilization falls,4.322767486423946,2013-06-20,world war z,6.8,9.579141495712756,19.11382792451231,remember philly,116,20.09190025570506,action drama horror sciencefiction thriller,1,1,0,0,0,0
49018,1,family discovers dark spirits invaded home son inexplicably falls endless sleep reach professional help learn things lot personal thought,4.322223550303128,2011-03-31,insidious,6.9,8.755264763314685,14.22097566607244,house thats haunted,103,18.41938876971296,horror thriller,1,0,0,0,0,0
930094,1,altercation alex presidents son britains prince henry royal event becomes tabloid fodder longrunning feud threatens drive wedge usbritish relations rivals forced staged truce icy relationship begins thaw friction sparks something deeper ever expected,4.32149341493015,2023-07-27,red white royal blue,8.2,6.740519359606223,0.0,love want good foreign policy,121,0.0,comedy romance,1,0,0,0,0,0
420808,1,wendy darling young girl afraid leave childhood home behind meets peter pan boy refuses grow alongside brothers tiny fairy tinker bell travels peter magical world neverland encounters evil pirate captain captain hook embarks thrilling adventure change life forever,4.320111336543001,2023-04-20,peter pan wendy,5.7,6.297109319933935,0.0,escape neverland,106,0.0,family fantasy action adventure,1,0,0,0,0,0
876792,0,longrunning conspiracy swirling mysterious power wielded queen raja small country west tempest slime evolved demon lord named rimuru tempest crosses paths hiiro survivor ogre race incredible adventure packed new characters begins power bonds put test,4.319818728874592,2022-11-25,time got reincarnated slime movie scarlet bond,7.6,5.634789603169249,0.0,power bonds put test,108,16.251450590515915,animation fantasy adventure,0,0,1,0,0,0
4258,1,home newlyformed family happy parents dan jody haunted sinister paranormal activities determined expel insidious force install security cameras discover family stalked evil dead demon,4.319738911921429,2013-04-11,scary movie,4.8,7.870165946469845,16.811242831518264,evil coming bring protection,86,18.17706332611132,comedy,1,0,0,0,0,0
624860,1,plagued strange memories neos life takes unexpected turn finds back inside matrix,4.318381048084902,2021-12-16,matrix resurrections,6.5,8.531884740159228,19.06253463012476,return source,147,18.868549455976986,sciencefiction action adventure,1,1,0,0,0,0
271110,1,following events age ultron collective governments world pass act designed regulate superhuman activity polarizes opinion amongst avengers causing two factions side iron man captain america causes epic battle former allies,4.318301116293322,2016-04-27,captain america civil war,7.4,9.980448593672255,19.33697147582652,united stand divided fall,147,20.86740636712568,adventure action sciencefiction,1,0,0,0,0,0
76163,1,mr church reunites expendables easy paycheck one men murdered job quest revenge puts deep enemy territory unexpected threat,4.318114583929416,2012-08-08,expendables,6.3,8.753055515138222,18.420680743952367,back war,103,19.56800686054304,action adventure thriller,1,1,0,0,0,0
10439,1,years slumber three sister witches accidentally resurrected salem halloween night three kids newfound feline friend put end witches reign terror,4.316954637930166,1993-07-16,hocus pocus,7.1,7.9157131993821155,17.14771506813948,bunch hocus pocus,96,17.630914044778027,fantasy comedy family,1,0,0,0,0,0
147441,1,defiant leader moses rises egyptian pharaoh ramses setting slaves monumental journey escape egypt terrifying cycle deadly plagues,4.316674449267969,2014-12-03,exodus gods kings,5.8,8.358431899031295,18.75715298057358,brothers enemies,150,19.40661629261761,adventure drama action,1,1,0,0,0,0
555604,1,rise fascism mussolinis italy wooden boy brought magically life struggles live fathers expectations,4.314697556885681,2022-11-09,guillermo del toros pinocchio,8.2,7.822044008185619,17.37085861945369,love give life,117,0.0,animation fantasy drama,1,0,0,0,0,0
774825,1,fearless oneeyed weasel buck teams mischievous possum brothers crash eddie head new adventure bucks home dinosaur world,4.312931079343696,2022-01-28,ice age adventures buck wild,6.7,7.360103972989152,0.0,disney gets wild,82,0.0,animation comedy adventure family,1,0,0,0,0,0
1172029,0,quinceañeras magical age except family wants put bulky dress make waltz front everyone exactly happens danae shortly transfers proper private school danae manage balance demands family new friends organize cool traditional modern emotional aesthetic also grandmotherpleasing quinceañera party without dying process,4.312368363286081,2023-09-21,surviving quinceañera,5.0,1.0986122886681098,0.0,treason break tradition,101,0.0,comedy,1,0,0,0,0,0
62211,1,look relationship mike sulley days monsters university — werent necessarily best friends,4.307626312097631,2013-06-19,monsters university,7.0,9.204121072162266,19.11382792451231,school never looked scary,104,20.426959491464697,animation family,1,0,0,0,0,0
639721,1,addams get tangled wacky adventures find involved hilarious runins sorts unsuspecting characters,4.307127965386171,2021-10-01,addams family,7.0,7.060476365999801,0.0,unhappy see,93,18.60146072145665,animation adventure comedy family fantasy horror,1,0,0,0,0,0
816904,0,series unfortunate events three mummies end presentday london embark wacky hilarious journey search old ring belonging royal family stolen ambitious archaeologist lord carnaby,4.307087548009388,2023-01-05,mummies,7.2,5.934894195619588,16.325109820342647,discover new world,88,17.347736202032834,animation comedy family adventure fantasy,0,1,0,0,0,0
818397,1,alex assassinforhire finds hes become target refuses complete job dangerous criminal organization crime syndicate fbi hot pursuit alex skills stay ahead except one thing struggling severe memory loss affecting every move alex must question every action ultimately trust,4.307047128998975,2022-04-28,memory,6.9,7.171656822768514,17.216707939626428,mind fading conscience clear,114,16.447201896584392,action thriller crime,1,0,0,0,0,0
47971,1,extreme athlete turned government operative xander cage comes selfimposed exile thought long dead set collision course deadly alpha warrior xiang team race recover sinister seemingly unstoppable weapon known pandoras box recruiting allnew group thrillseeking cohorts xander finds enmeshed deadly conspiracy points collusion highest levels world governments,4.30592822136736,2017-01-13,xxx return xander cage,6.1,9.05473863988161,18.258161814454592,patriots rebels tyrants,107,19.662375999212465,action adventure crime,1,0,1,0,0,0
283995,1,guardians must fight keep newfound family together unravel mysteries peter quills true parentage,4.305442522491109,2017-04-19,guardians galaxy vol,7.6,9.924074186144516,19.11382792451231,obviously,137,20.576800938520893,sciencefiction adventure action,1,0,0,0,0,0
545609,1,tyler rake fearless mercenary offers services black market embarks dangerous mission hired rescue kidnapped son mumbai crime lord,4.304591981401229,2020-04-24,extraction,7.4,8.621192781434722,17.98989782785991,mission ends redemption begins,116,0.0,action thriller,1,0,0,0,0,0
629176,1,thirteen year old sam cleary suspects mysteriously reclusive neighbor mr smith actually legendary vigilante samaritan reported dead years ago crime rise city brink chaos sam makes mission coax neighbor hiding save city ruin,4.304213730805703,2022-08-25,samaritan,6.8,7.476472381163905,18.420680743952367,years ago worlds greatest hero vanished,102,0.0,action crime fantasy sciencefiction,1,0,0,0,0,0
810,1,king far far away died shrek fiona become king queen however shrek wants return cozy swamp live peace quiet finds another heir throne set bring back rule kingdom,4.3021714094244174,2007-05-17,shrek third,6.3,9.031213706078749,18.890684373198106,’ royal treatment,93,20.516693447363014,fantasy adventure animation comedy family,1,0,0,0,0,0
37165,1,truman burbank star truman show 24houraday reality tv show broadcasts every aspect life without knowledge entire life unending soap opera consumption rest world everyone knows including wife best friend really actor paid part life,4.301656790163592,1998-06-04,truman show,8.1,9.736251633160215,17.909855120186375,air unaware,103,19.391907291969552,comedy drama,1,0,0,0,0,0
48650,0,hotel room center rome serves setting alba natasha two young recently acquainted women physical adventure touches souls,4.298848809317372,2010-05-07,room rome,6.4,6.429719478039138,0.0,night passion change lives,109,13.646240656555031,drama romance,0,1,0,0,0,0
343668,1,attack kingsman headquarters takes place new villain rises eggsy merlin forced work together american agency known statesman save world,4.298468379699056,2017-09-20,kingsman golden circle,7.0,9.170455438277267,18.459901457105648,reports death greatly exaggerated,141,19.833866912294567,action adventure comedy,1,1,0,0,0,0
953,1,alex lion king urban jungle main attraction new yorks central park zoo best friends—marty zebra melman giraffe gloria hippo—have spent whole lives blissful captivity admiring public regular meals provided content leave well enough alone marty lets curiosity get better makes escape—with help prodigious penguins—to explore world,4.297679886224451,2005-05-25,madagascar,6.9,9.224243277145174,18.132998671500584,someone ’ got zoo loose,86,20.110894349514364,family animation adventure comedy,1,0,0,0,0,0
1102776,0,steely special ops agent finds morality put test infiltrates crime syndicate unexpectedly bonds boss young son,4.297326221712358,2023-04-28,aka,6.9,6.274762021241939,0.0,,122,0.0,thriller action crime,0,1,0,0,0,0
1005031,1,infinity exist experience infinite animated film created artists countries worlds cuttingedge scientists mathematicians go search infinite mindbending implications universe eminent mathematicians particle physicists cosmologists dive infinity mindbending implications universe,4.29606016612269,2022-09-26,trip infinity,7.1,4.553876891600541,0.0,,79,0.0,documentary,1,0,0,0,0,0
581726,1,evan mccauley skills never learned memories places never visited selfmedicated brink mental breakdown secret group call “ infinites ” come rescue revealing memories real,4.296032921506906,2021-09-09,infinite,6.6,7.318539548567902,0.0,many lives unlimited potential,106,0.0,sciencefiction action thriller,1,0,0,0,0,0
50014,1,aibileen clark middleaged africanamerican maid spent life raising white children recently lost son minny jackson africanamerican maid often offended employers despite familys struggles money desperate need jobs eugenia skeeter phelan young white woman recently moved back home graduating college find childhood maid mysteriously disappeared three stories intertwine explain life jackson mississippi revolves around help yet always kept certain distance racial lines,4.295760434516473,2011-08-09,help,8.2,8.932344569113823,17.034386382832476,change begins whisper,146,19.19374344871376,drama,1,0,1,0,0,0
