OriginalTitle,Popularity,weighted_average,score,bag_of_words
100% Wolf,0.2812282414686471,0.4061343196924039,0.33119067275814984,animation family fantasy heir family line werewolf shock th birthday first go awry turning ferocious poodle pack elder give next moonrise prove heart wolf risk cast forever help unlikely ally streetwise stray batty must prove he wolf every pack needs a leader
101 Dalmatians,0.6231388669264464,0.3615219931611282,0.5184921174203191,family comedy evil designer plot steal puppy order make extravagant fur coat instead extravagant mess so many dogs so little time
101 Dalmatians II: Patch's London Adventure,0.5406492740532922,0.39308756072915374,0.4816245887236368,family adventure comedy animation one take toll patch does not feel unique he accidentally left behind moving day meet idol thunderbolt publicity campaign a new hero unleashed
102 Dalmatians,0.24115046091894854,0.2836571699440662,0.2581531445289956,family comedy get ready howling good time new assortment irresistible animal hero unleashed great family tail unlikely alliance outrageous parrot think he team unmarked puppy eager earn spot together embark quest outwit meet two unlikely heroes with a bone to pick
11:14,0.0813951512680311,0.5625989536635223,0.2738766722262276,crime drama thriller mystery tell seemingly random yet vitally connected story incident converge one evening story chain event five different character five different converge tell story murder deceit fate can change in seconds
12 Angry Men,0.6596917326787837,0.9821983682847906,0.7886943869211864,drama defense prosecution jury filing jury room decide young guilty innocent murdering father begin open shut case soon becomes juror prejudice preconception trial accused life is in their hands death is on their minds
12 Angry Men,0.6596917326787837,0.9821983682847906,0.7886943869211864,crime drama tvmovie trial man accused father murder lone juror take stand guilty verdict handed result preconception prejudice nan
12 Angry Men,0.0710303180641989,0.7105432635801567,0.32683549627058206,drama defense prosecution jury filing jury room decide young guilty innocent murdering father begin open shut case soon becomes juror prejudice preconception trial accused life is in their hands death is on their minds
12 Angry Men,0.0710303180641989,0.7105432635801567,0.32683549627058206,crime drama tvmovie trial man accused father murder lone juror take stand guilty verdict handed result preconception prejudice nan
12 Feet Deep,0.15445248298344683,0.32243112278638186,0.22164393890462084,thriller horror two sister trapped cover sized public pool must brave cold survive harrowing night 100000 gallons of water 50 meters wide no way out
12 Rounds,0.11604395973521164,0.3761433834104171,0.22008372920529384,action thriller crime new police detective fisher stop brilliant thief getting away thief accidentally prison criminal mastermind revenge taunting round puzzle task must somehow complete save life woman love can you survive 12 rounds for the one you love
12 Rounds 2: Reloaded,0.05568995636762297,0.31252155622834144,0.15842259631191036,action adventure nick emergency medical technician find caught deadly round game cat mouse vigilante tied past little time spare wife life hanging balance must figure he chosen pawn maniac game late are you ready for another 12 rounds
12 Strong,0.7185138029892497,0.4539685311635182,0.6126956942589571,war drama action history  team special force head aftermath th attack attempt dismantle the declassified true story of the horse soldiers
12 Years a Slave,0.412137958864349,0.8425806070115813,0.5843150181232419,drama history  war united state free black man upstate new york sold slavery facing cruelty well unexpected kindness struggle stay alive retain dignity twelfth year unforgettable ’ s chance meeting abolitionist forever alter life the extraordinary true story of solomon northup
127 Hours,0.372512804671304,0.6432871055979419,0.48082252504195916,adventure drama thriller true story mountain climber remarkable adventure save fallen boulder crash arm trap isolated canyon there is no force more powerful than the will to live
13 Ghosts,0.006815638775278243,0.36159293280083205,0.14872655638549978,horror reclusive left mansion nephew cyrus family need search house find doctor fortune along property also occultist collection ghost its fun to be scared by 13 ghosts
13 Going on 30,0.32850225807194744,0.5462766370405214,0.41561200965937706,comedy fantasy romance total humiliation thirteenth birthday party jenna rink want hide she is thirty little magic wish turn thirty is not always awesome thought would for some 13 feels like it was just yesterday for jenna it was
13 Hours: The Secret Soldiers of Benghazi,0.7322274721212743,0.6835034941337752,0.7127378809262745,war action history  drama ambassador attack you compound security team struggle make sense chaos when everything went wrong six men had the courage to do what was right
13 Minutes,0.20995272330816284,0.4122339907117514,0.29086523026959826,action drama thriller new day begin small town resident start day ordinary next mother nature however plan inhabitant minute seek shelter tornado record ravage town leaving struggling protect one fighting life left deal aftermath four family must overcome difference find strength order survive every second counts
13 Sins,0.171422189146613,0.457481790181101,0.2858460295604082,horror thriller debt he get married bright meek salesman mysterious phone call he game show must execute task receive multimillion dollar cash prize you dont play the game it plays you
13 exorcismos,0.4316896856827892,0.41357029427231806,0.42444192911860074,drama horror young laura begin behave strangely alarmed parent ask father one exorcist authorized intervene case demonic possession help nan
13 หมูป่า: เรื่องเล่าจากในถ้ำ,0.7397178184219719,0.5334323141470767,0.6572036167120139,documentary compelling documentary member youth soccer team tell story getting trapped cave — surviving nan
1408,0.3969750206165894,0.5459084274486279,0.4565483833494048,horror mystery thriller man paranormal occurrence check fabled room dolphin hotel soon settling genuine terror the only demons in room 1408 are those within you
15 Minutes,8.36323610486911e-05,0.3770776673097367,0.1508812463405239,action crime thriller eastern criminal come new york city pick share score steal video camera start activity legal illegal learn medium circus make remorseless killer look like victim make rich target homicide detective fire marshal warsaw cop investigating murder former criminal partner everything sell local tabloid show top story america likes to watch
16 Blocks,0.2405587399577691,0.4775056786425167,0.3353375154316681,action adventure crime thriller aging cop assigned ordinary task witness police custody courthouse find running gauntlet force try prevent getting 1 witness… 118 minutes…
16 Wishes,0.12179478468700156,0.4566947505364385,0.25575477102677635,fantasy drama family story girl who eager reach th birthday kept secret wish list since little girl big day actually utter disaster strike leaving think birthday ruined mysterious box magical birthday candle turn thing around wish start come true day get better make one wish change everything everyones sweet 16 is special abbys is magical
17 Again,0.5454417170475467,0.45208057648981637,0.5080972608244546,comedy brink crisis something mike wish could that is exactly get wake one morning find he year old adult mind stuck inside body mike actually chance reverse decision wish he would never made maybe were not bad who says youre only young once
18 모델 리카의 화려한 외출,0.03478992837593009,0.42121112594945664,0.1893584074053407,drama romance first really however month period boredom two two people face do not eat worry friend never miss chance feeling ’ s heart shaken i am meeting secretly secret meeting find time relax nan
18 승하의 누워서 떡 먹기,0.039866981395180634,0.513716968873394,0.229406976386466,drama romance living new home call friend two kiss away home unfortunately also secretly sex sleeping watching provoking learning saw sex fall love sex two people sweet bloody story woman two men beginning nan
18금 아이돌 승하의 섹스 스캔들,0.32590777625239964,0.5728065110397433,0.42466727016733713,drama romance young closer brother sister however accidentally tutor man year friendship start become shaky meanwhile hurt seeing like misunderstanding could not care much might leave try break help process breaking went back close relationship love woman man two men friendship comically drawn nan
1917,0.48606875537112937,0.8683957107216793,0.6389995375113493,war action drama first world war two young soldier must cross enemy territory deliver message stop deadly attack hundred soldier time is the enemy
1922,0.2938695790998591,0.36344574761540294,0.32170004650607664,horror crime drama simple yet rancher murder wife financial gain convincing teenage son participate your darkest secrets never stay buried
1987,0.036357135526559725,0.7787221932578818,0.3333031586190886,drama history  thriller oppressive military regime college student get police interrogation torture government official quick cover death order body prosecutor supposed sign cremation release raise question dying heart attack begin looking case truth despite systematic attempt silence everyone involved case truth get causing eruption public outrage the truth must be told
1BR,0.1120739726868416,0.42214205057198084,0.23610120384089728,thriller drama horror luck sweet mar apartment think she is hit got plenty space friendly tenant group even cute next door loud noise start keeping awake night cat missing everyone little helpful friendly except soon did not choose apartment — chose welcome to the neighborhood
2 Days in the Valley,0.004788161249935419,0.44533688106318925,0.18100764917523696,comedy crime thriller sleepy bedroom community la san valley murder professional athlete two hit men set motion chain event put mundane life dozen resident collision course clever tale tell story two hit men mistress nurse vindictive wealthy art dealer lovelorn assistant suicidal writer dog bitter cop partner you have one minute to decide the rest of your life
2 Guns,0.44391312273661443,0.49929435031221026,0.46606561376685274,action comedy crime agent undercover naval intelligence officer investigating one another find mob organization two men believe stealing money 2 guns 1 bank
2 Hearts,0.2709916324481172,0.7016735010951973,0.4432643799069492,romance drama illness strike two people polar opposite life death bring together surprising way discover the mystery that connects them all
20 ans d'écart,0.8540999020187143,0.4566708035948923,0.6951282626491856,comedy everything become next magazine except young charming barely cross path hold key promotion nan
"20,000 Leagues Under the Sea",0.05663319502119957,0.6252233826835956,0.28406927008615795,adventure drama family sciencefiction ship sent investigate wave mysterious sinking encounter advanced submarine nautilus captain the mightiest motion picture of them all
2001 Maniacs,0.005326798020601098,0.2767327728681992,0.11388918795964034,comedy horror way spring break college take detour old southern town people pleasant valley insist stay annual barbecue celebration instead getting taste old south old south get taste you are what they eat
2001: A Space Odyssey,0.7320306891079638,0.891668090569222,0.7958856496924671,sciencefiction mystery adventure humanity find mysterious object buried beneath lunar surface set find origin help world advanced super computer the ultimate trip
2010,0.24575465769231308,0.521072052638706,0.3558816156708703,thriller sciencefiction planet earth poise brink nuclear team scientist aboard rendezvous discovery sole known survivor homicidal computer in the very near future a small group of americans and russians set out on the greatest adventure of them all … to see if there is life beyond the stars
2046,0.18944863925462152,0.6461973812692627,0.372148136060478,drama sciencefiction romance woman enter exit science fiction author life course year author woman one true love are you still in the mood for love
2067,0.16881959769887467,0.25081191240364653,0.2016165235807834,sciencefiction thriller lowly utility worker future mysterious radio signal must leave dying wife embark journey force face fear attempt change fabric reality save humankind environmental crisis yet the fight for the future has begun
21,0.29870495280338294,0.5460730625464096,0.3976521967005936,drama crime ben young highly intelligent student succeed wanting scholarship transfer school medicine become doctor ben cannot afford tuition come poor background one evening ben unorthodox math professor small secretive club student fisher trained professor count card blackjack they proved the vegas blackjack system was beatableby beating the hell out of it
21 Bridges,0.3986091294380827,0.5661787932548119,0.4656369949647744,crime action drama embattled detective thrust pair cop killer massive unexpected conspiracy night line become blurred pursuit the only way out is through him
21 Grams,0.18597990537879316,0.6822707340186294,0.38449623683472767,drama crime thriller river ailing mathematician lovelessly married peck suburban housewife mother two girl jack jordan brought together terrible accident change life how much does life weigh
21 Jump Street,0.6657009249492114,0.596630660725332,0.6380728192596596,action comedy crime high school popular jock graduation police force ended partner riding bicycle city park since young look like high school student assigned undercover unit infiltrate drug ring high school student synthetic drug the only thing getting blown tonight is their cover
211,0.2003042090671343,0.28370462320038836,0.23366437472043594,crime action thriller inspired one event police history officer mike chandler young civilian passenger find fate put squarely daring bank progress fearless team men your life can change in an instant
22 July,0.07969936133023081,0.6283322471004551,0.29915251563832057,history  drama thriller crime terrorist young people labour party youth camp island outside story focus survivor political leadership lawyer involved the true story of a day that started like any other
22 Jump Street,0.785811052833109,0.5713549591066736,0.7000286153425348,crime comedy action making way high school twice big change store officer go deep undercover local college meet kindred spirit football team art major scene begin question partnership do not crack case figure mature relationship two overgrown adolescent grow freshman real men college might best thing ever theyre not 21 anymore
24 Hours To Live,0.0711771599499893,0.3779263900861243,0.19387685200444332,action sciencefiction thriller mystery assassin seek redemption given second chance life contracted to kill fighting to survive
24살윤율의섹시한젖가슴,0.35643007423037254,0.5935130519125713,0.45126326530325206,drama romance rookie actor although look innocent secret private life revealed detail sexy rookie actor ’ s talk begin beautiful model body line breast face combine soft innocence contradictory charm boast voluptuous powerful hardware since debut early came newcomer together many fan successfully first interview film debut receive love episode debut course date antiwar charm honestly revealing usual dating course opposite sex honest interview begin nan
25th Hour,0.06319060575395108,0.6791239574473051,0.3095639464312927,crime drama new york city day following event brogan drug dealer start prison sentence final hour freedom devoted hanging buddy trying prepare extended absence can you change your whole life in one day
27 Dresses,0.1702295997819685,0.47654911892281326,0.2927574074383064,comedy romance altruistic jane find facing worst nightmare younger sister engagement man jane secretly shes about to find the perfect fit
28 Days Later,0.6230320630303694,0.6661763502970781,0.6402897779370529,horror thriller sciencefiction day killer virus accidentally unleashed research facility small group survivor caught desperate struggle protect infected carried animal human virus turn homicidal maniac absolutely impossible contain his fear began when he woke up alone his terror began when he realised he wasnt
28 Weeks Later,0.4244180159630395,0.5225623505953783,0.46367574981597504,horror thriller sciencefiction inhabitant isle lost battle onslaught disease deadly rage virus every citizen six month later group dare foot isle convinced danger come gone soon becomes clear scourge live waiting pounce next victim when days turn to weeks the horror returns
2:22,0.23376192762396508,0.3911668793948522,0.29672390833231993,sciencefiction mystery thriller romance two plane almost collide blinding flash light air traffic controller second suspended job start notice ominous pattern sound event repeat exactly manner every day ending precisely also drawn complex relationship woman must figure way break power past take control time to save their future he must fight his fate
3 Days to Kill,0.26759606821225757,0.4102889239240932,0.3246732104969918,action drama thriller dangerous international spy determined give high stake life finally build closer relationship wife daughter first must complete one last mission even mean juggling two assignment yet hunting world ruthless terrorist looking teenage daughter first time ten year wife town nan
3 Ninjas Kick Back,0.04995786830000437,0.330586057121911,0.16220914382876703,family adventure action comedy championship baseball match three brother hear grandfather japan trouble head help match arrive japan must use power defend ancient enemy returned exact revenge colt rocky and tum tum are back for bigger kicks in an all new adventure
3 Ninjas Knuckle Up,0.04060507169746863,0.24736355329637227,0.12330846433703009,family adventure action comedy rocky colt tumtum must battle evil wealthy toxic waste dumper order save local tribe friend joe must help find father find secret disk evidence could stop toxic community however town rich man control police even mayor must fight motorcycle gang renegade cowboy nonstop adventure tum tum colt and rocky are back for all new nonstop ninja action
3 from Hell,0.22394654789816149,0.3624582071056448,0.27935121158115483,horror crime action barely surviving furious police baby firefly driftwood captain behind bar pure evil cannot teaming ’ demented firefly clan escape unleash whole new wave murder madness mayhem the evil returns
3 hommes à abattre,0.053836465757262975,0.44132402510676627,0.2088314894970643,thriller action crime man help victim auto accident realizing man actually shot men shot man order eliminate potential witness soon killing everyone even come contact order get nan
3-Headed Shark Attack,0.03321820737358916,0.15879794291295468,0.08345010158933537,sciencefiction action horror world ’ s killing machine three time deadly shark cruise ship shark eats way one end ship next passenger fight deadly predator anything find more heads more deads
30 Days of Night,0.49972809625318715,0.47683613178879236,0.4905713104674292,horror thriller story isolated town darkness month year sun sink horizon last ray light fade town bloodthirsty gang vampire bent uninterrupted orgy destruction small town sheriff team stand survivor certain destruction theyre coming
30 Days of Night: Dark Days,0.35940345674146434,0.18068073568683296,0.28791436831961176,horror thriller surviving incident barrow stella intentionally attention local vampire population order avenge death husband dont walk into the dark
30 Minutes or Less,0.3125819887780221,0.3239510011518041,0.3171295937275349,action adventure comedy two fledgling criminal kidnap pizza delivery guy strap bomb chest advise mere hour rob bank else a lot can happen in 30 minutes
300,0.7131409446663104,0.6722006435328227,0.6967648242129153,action adventure war based frank miller graphic novel loosely based because battle king led army advancing battle said inspired band together usher world first democracy spartans prepare for glory
3000 Miles to Graceland,0.05629381689513968,0.35794365858681987,0.17695375357181176,action adventure comedy crime thriller ingenious enough plan rob casino count room impersonator convention murphy decided keep money shot partner million stake marshal service must track murphy crime is king
300: Rise of an Empire,0.7482967218986467,0.4036422107536377,0.6104349174406432,action drama war general attempt unite leading charge change course war face massive force led vengeful commander navy seize your glory
3022,0.019026785915936317,0.3013510210216803,0.13195647995823392,sciencefiction group astronaut living emptiness deep space struggle cope earth event mankinds last hope
3096 Tage,0.17900570689240292,0.6883259870268095,0.38273381894616554,drama young girl captivity eight year based case the story of natasha kampusch
31,0.013098282886094381,0.27213782440919054,0.11671409949533286,horror thriller five carnival worker hostage abandoned compound forced participate violent game goal survive twelve hour gang sadistic clown welcome to hell
365 dni,0.4188174665788422,0.6445653170769039,0.5091166067780668,romance drama woman fall victim dominant give one year fall love nan
37°2 le matin,0.08516468839449698,0.6567933410163636,0.3138161494432436,drama romance lackadaisical aspiring novelist try support younger slowly madness nan
37セカンズ,0.08186327066801846,0.6485780938745602,0.3085491999506352,drama second comic book artist physically disabled due profound cerebral palsy emotionally stunted overly protective mother forge unusual path sexual awakening independence time love forgiveness disability is a state of mind
3:10 to Yuma,0.2868690631771442,0.660575790163263,0.4363517539715917,western late infamous outlaw ben wade vicious gang thief murderer plagued southern railroad wade civil war veteran dan struggling survive ranch volunteer deliver alive train take killer trial time waits for one man
3D 豪情,0.13459027847121918,0.3046816924790243,0.20262684407434123,comedy honor graduate literature stuck writing cheap erotic fiction somehow end starring film suddenly japan whole new world fraught pleasure pain twist turn audience nan
3D肉蒲團之極樂寶鑑,0.45606822408267145,0.305755285344937,0.3959430485875777,history  romance drama loosely based th century erotic story carnal prayer mat story young scholar get married beautiful daughter local merchant sex life prof unsatisfactory leaf home journey pavilion ultimate bliss nan
"4 luni, 3 săptămîni și 2 zile",0.022529140195284514,0.7058672070275591,0.29586436692819434,drama two college roommate hour make ultimate choice finalize arrangement black market abortion at what moment do we begin to live
42,0.35771256872144064,0.6541100408248415,0.476271557562801,drama branch rickey ford owner dodger took stand major league baseball infamous colour line team deal put men public press even player facing unabashed racism every side forced demonstrate tremendous courage let talent field win fan teammate – critic forever world game baseball the true story of an american legend
47 Meters Down,0.2948693223293162,0.3405976747991586,0.3131606633172531,thriller adventure horror two sister vacation trapped shark observation cage bottom ocean oxygen running low great white circling nearby hour air left figure get surface no way out no way up no chance in hell
47 Meters Down: Uncaged,0.33394940067502343,0.3265503295586223,0.330989772228463,horror drama adventure four teenage girl go diving adventure explore submerged city inside rush excitement turn jolt terror discover sunken ruin hunting ground deadly great white shark air supply steadily friend must navigate underwater labyrinth cave eerie tunnel search way watery hell fear runs deep
47 Ronin,0.526906570393479,0.4298744630403286,0.48809372745221885,drama action fantasy kai — an outcast — leader outcast samurai together seek vengeance upon treacherous overlord master kind restore homeland warrior embark upon quest challenge series trial would destroy ordinary warrior for courage for loyalty for honor
48 Hrs.,0.3784811750194217,0.5432453415787073,0.4443868416431359,thriller action comedy crime drama cop reluctantly team criminal temporarily order track killer one cop one con no mercy
4x4,0.04141969592909556,0.4846468856580519,0.2187105718206781,thriller aire luxurious van sidewalk man purpose stealing whatever find want leave cannot door open control panel respond van become armored box trapped like mouse welcome aboard
50 First Dates,0.6204893073161102,0.5709989833314233,0.6006931777222354,comedy romance henry player skilled seducing woman veterinarian meet lucy girl quirky problem come total recall possible fall love again … and that is delightful lucy memory henry must woo day day finally sweep foot imagine having to win over the girl of your dreams every friggin day
50 Greatest Harry Potter Moments,0.2017508488910016,0.6375670490930596,0.3760773289718248,documentary mark release two week ago eighth final movie series movie franchise best moment first meeting aboard express magical mystery nan
50/50,0.28765957653189966,0.661265670687869,0.4371020141942874,comedy drama inspired true story comedy centered guy cancer diagnosis subsequent struggle beat disease it takes a pair to beat the odds
54,0.016273576445794635,0.36178776022230563,0.15447924995639906,drama music jersey boy big dream cross river hope finding exciting life studio mastermind behind infamous pluck sea face get inside club get foot door land job behind bar – seat legendary party planet youve never been anywhere until youve been here
6 Below: Miracle on the Mountain,0.06826969117854187,0.365386217850705,0.18711630184740713,thriller drama adrenaline seeking get lost massive winter storm back country high sierra limit human endurance forced battle personal demon fight survival miracle on the mountain
6 Bullets,0.33776858989106184,0.42418634098669816,0.37233569032931635,thriller action crime known finding missing child hired mixed martial art fighter whose daughter the greater the sinner the greater the saint
6 Days,0.07183745989516277,0.3976222227116524,0.20215136502175862,action drama history  thriller six terrorist assault embassy take hostage six day tense negotiation authority decide whether military squad intervene in the face of terror a nation will show its strength
6 Souls,0.009699030208482506,0.4180690160781908,0.17304702455636584,horror mystery thriller female forensic psychiatrist one patient multiple personality murder victim find what is happening time finished evil will rise
6 Underground,0.5385178389134058,0.45236633164674434,0.5040572360067412,action comedy thriller death tech billionaire recruit team international operative bold bloody mission take brutal dictator they say no one can save the world meet no one
65,0.9790809346394871,0.4113498816356014,0.7519885134379328,sciencefiction action adventure million year ago survivor spaceship earth must fend dinosaur reach escape vessel time imminent asteroid strike destroy planet 65 million years ago prehistoric earth had a visitor
7 Days in Entebbe,0.07476249821383729,0.36359535386061514,0.19029564047254843,thriller drama crime four take air airplane en route force land passenger board one daring rescue mission ever motion 248 passengers were held hostage for seven days the world was held captive
7 Guardians of the Tomb,0.16808249562177635,0.3008458303544983,0.22118782951486515,action adventure horror innocent discovery emperor because china year old nightmare secret buried unearth the legend unleash the curse
7 Prisioneiros,0.03889428648366544,0.6162279676567772,0.26982775895291017,drama teen seeking escape clutch human must weigh living moral code struggle survive survival is power
7. Koğuştaki Mucize,0.6078556096874761,0.9201508734326156,0.7327737151855319,drama daughter father intellectual disability must prove innocence death commander child nan
7500,0.050186785798198574,0.41712023828671496,0.19696016679360515,drama thriller action terrorist try seize control flight young copilot struggle save life passenger crew forging surprising connection one the distress code is only the beginning
7th & Union,0.03451520377856232,0.38803608707443926,0.1759235570969131,drama form unlikely bond man whose life relationship daughter unraveling men join force win fight could well save wife child the fight of his life wasnt in the ring
7번방의 선물,0.07868659293893732,0.7754624214675072,0.3573969243503653,drama comedy story mentally ill man wrongfully murder relationship year old daughter if caught theyre all doomed
8 Mile,0.4493182491010843,0.6429449464647172,0.5267689280465375,drama music jimmy smith life daily fight keep hope alive feeding dream vibrant music scene jimmy wage extraordinary personal struggle find voice earn place world rhyme rule legend born every moment … another chance every moment is another chance
80 for Brady,0.3083678764886324,0.5184325237588254,0.39239373539670963,comedy quartet elderly best friend decide live life taking wild trip super bowl li see hero play best friends get into the best kind of trouble
800 balas,0.1786139507935125,0.403320141457975,0.26849642705929755,comedy action western desert dilapidated dusty town western movie shot decade partner veteran film survive pathetic action scene pleasure foreign tourist visit isolated region let the battle begin…
82년생 김지영,0.10927427345366625,0.6490827203107061,0.3251976521964822,drama kim ordinary woman suddenly show sign inhabited woman life past present nan
88 Minutes,0.11904464090973232,0.3513766326987544,0.21197743762534116,crime mystery thriller college professor moonlight forensic psychiatrist death threat minute live he has 88 minutes to solve a murder his own
8MM,0.15205240459125635,0.4774966792368782,0.2822301144495051,thriller crime mystery small seemingly innocuous plastic reel film lead surveillance specialist increasingly dark frightening path help streetwise relentlessly bizarre trail evidence determine fate complete stranger work turn obsession drift farther farther away wife family simple life pi you cant prepare for where the truth will take you
8½,0.3604198012437838,0.8800953628538783,0.5682900258878216,fantasy drama film director find creatively barren peak career doctor rest head luxurious resort sorry group — his producer staff actor wife mistress — each one begging get show retreat dependency past woman dream childhood a picture that goes beyond what men think about  because no man ever thought about it in quite this way
9,0.6692945586753474,0.591513679089978,0.6381822068411996,action adventure animation sciencefiction thriller first come life find world human gone chance small community like taking refuge fearsome machine roam earth intent extinction despite neophyte group good when our world ended their mission began
9 Bullets,0.3741163818899924,0.26866531765832136,0.33193595619732397,action thriller former burlesque dancer turned author second chance life redemption risk everything rescue young neighbor witness ’ murder run local crime ex make desperate attempt get boy safety one shot will change everything
9 Songs,0.4818999214260751,0.34079038418332885,0.4254561065289766,drama music romance young glaciologist soar across vast silent icebound immensity south pole recall love affair meet rock concert vast music hall academy bed night end together period several month pursue mutual sexual passion whose inevitable stage unfold counterpoint nine song 2 lovers one summer and the 9 songs that defined them
9/11: Inside the President's War Room,0.0053682096051230754,0.5330228430781676,0.2164300629943409,documentary history  experience event eye president bush advisor personally detail crucial hour key decision historic day see the crisis unfold through the eyes of the president and his closest advisors
90 Minutes in Heaven,0.3314490994405259,0.41332105484591564,0.36419788160268185,drama man involved horrific car crash pronounced dead come back life hour half later seen heaven hope lives
91:an Karlsson,0.6521492686651624,0.43183343327347234,0.5640229345084864,comedy squadron leader throw big party one colleague going demonstrate new type explosive substance nan
93国际列车大劫案：莫斯科行动,0.4679052453764192,0.5424292918242988,0.4977148639555711,action tough detective go mission hunt ruthless robber railway violence chaos nan
99 Moons,0.2563926497983091,0.3797261284358391,0.30572604125332115,drama everything control think everything lost think meet fall nan
9to5: Days in Porn,0.1044953825870727,0.3733486306450935,0.212036681810281,documentary day focus people behind controversial dollar industry adult entertainment industry story one different unadorned authentic without glorification prejudice deep insight personal life glamorous grotesque strange fascinating offensive absurd sometimes funny moment nan
A Babysitter's Guide to Monster Hunting,0.21876183224621548,0.4439381556276336,0.30883236159878275,family fantasy adventure comedy secret society high battle monster nab boy she is watching nan
