Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount,Budget,TagLine,RunTime,Revenue,Genres,North America,Europe,Asia,Oceania,South America,"Africa"
985883,0,Do Not Disturb,"A middle-aged man emerges from a pandemic slump with a new job at a quiet hotel, until some eccentric guests turn his first night into a wild adventure.",4.382301596868312,2023-09-29,Do Not Disturb,6.3,3.5263605246161616,0.0,A Night with Ayzek.,115,0.0,"Comedy, Drama",0,0,0,0,0,0
397567,0,신과함께-죄와 벌,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",4.382226614676548,2017-12-20,Along with the Gods: The Two Worlds,8.1,6.784457062637643,16.722411617811648,Fate continues even after death,139,18.651665250475133,"Action, Adventure, Fantasy, Thriller",0,0,1,0,0,0
76341,1,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",4.381776603418673,2015-05-13,Mad Max: Fury Road,7.6,9.951277216371977,18.82614585206053,What a Lovely Day.,121,19.752672920089058,"Action, Adventure, ScienceFiction",1,0,0,1,0,1
866346,1,The Retirement Plan,"When Ashley and her young daughter Sarah get caught up in a criminal enterprise that puts their lives at risk, she turns to the only person who can help: her estranged father Matt, currently living the life of a retired beach bum in the Cayman Islands. Their reunion is fleeting as they are soon tracked down on the island by crime boss Donnie and his lieutenant Bobo. As Ashley, Sarah, and Matt become entangled in an increasingly dangerous web, Ashley quickly learns her father had a secret past that she knew nothing about and that there is more to her father than meets the eye.",4.379134957803343,2023-08-24,The Retirement Plan,6.0,3.8066624897703196,0.0,People change. Assassins don't.,103,0.0,"Comedy, Action",1,0,0,0,0,0
70981,1,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",4.377993512559716,2012-05-30,Prometheus,6.5,9.333177281935246,18.683045008419857,The Search for Our Beginning Could Lead to Our End,124,19.815326308993328,"ScienceFiction, Adventure, Mystery",1,1,0,0,0,0
529203,1,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",4.376121735018497,2020-11-25,The Croods: A New Age,7.5,8.167068178341237,17.98989782785991,The future ain't what it used to be.,95,19.19035282888796,"Animation, Family, Adventure, Fantasy, Comedy",1,0,0,0,0,0
425909,1,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",4.376084012218203,2021-11-11,Ghostbusters: Afterlife,7.4,8.28045768658256,18.132998671500584,Discover the past. Protect the future.,124,19.067783986010905,"Fantasy, Comedy, Adventure",1,0,0,0,0,0
131631,1,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,4.373515517655455,2014-11-19,The Hunger Games: Mockingjay - Part 1,6.8,9.600759521879075,18.643824295266576,Fire burns brighter in the darkness,123,20.44270066053756,"ScienceFiction, Adventure, Thriller",1,0,0,0,0,0
168259,1,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,4.373439873736559,2015-04-01,Furious 7,7.2,9.212936997823448,19.06253463012476,Vengeance hits home,137,21.138906596395763,"Action, Thriller, Crime",1,0,0,0,0,0
37135,1,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",4.372847131656588,1999-06-18,Tarzan,7.4,8.74369111054302,18.683045008419857,An immortal legend. As you've only imagined.,88,19.920731866152465,"Family, Adventure, Animation, Drama",1,0,0,0,0,0
190859,1,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",4.372405499629827,2014-12-25,American Sniper,7.4,9.405249044275608,17.889652412868855,The most lethal sniper in U.S. history.,133,20.111343599713184,"War, Action",1,0,0,0,0,0
150689,1,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",4.371370054485353,2015-03-06,Cinderella,6.8,8.809116258125274,18.369387449564815,Midnight is just the beginning.,105,20.113566672640502,"Romance, Fantasy, Family, Drama",1,1,0,0,0,0
61979,0,Tres metros sobre el cielo,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",4.369663019190419,2010-12-03,Three Steps Above Heaven,7.8,7.9391588179567965,0.0,Have you ever been about to touch the sky?,122,0.0,"Romance, Drama",0,1,0,0,0,0
228326,1,The Book of Life,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",4.366684544374611,2014-10-01,The Book of Life,7.5,7.807916628926408,17.72753356339242,A blast of fun.,95,18.394717661156392,"Animation, Adventure, Comedy, Family, Fantasy",1,0,0,0,0,0
14411,1,Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",4.3660496801507405,2003-07-02,Sinbad: Legend of the Seven Seas,6.9,7.54274354536855,17.909855120186375,From the Studio that Brought you Shrek,90,18.207089969229575,"Family, Animation, Adventure, Comedy, Fantasy, Action",1,0,0,0,0,0
49013,1,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,4.365681274137745,2011-06-11,Cars 2,6.1,8.874867635688053,19.11382792451231,Ka-ciao!,106,20.143183728379103,"Animation, Family, Adventure, Comedy",1,0,0,0,0,0
105,1,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",4.365045772451343,1985-07-03,Back to the Future,8.3,9.827685839119846,16.759949537130716,He's the only kid ever to get into trouble before he was born.,116,19.758597980840083,"Adventure, Comedy, ScienceFiction",1,0,0,0,0,0
119450,1,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",4.363684440426017,2014-06-26,Dawn of the Planet of the Apes,7.3,9.246479418592056,18.951308995014536,One last chance for peace.,130,20.38168295559927,"ScienceFiction, Action, Drama, Thriller",1,0,0,0,0,0
1126577,1,Til Death Do Us Part,"After bailing on her wedding, a former bride-to-be must fight off her ex-groom and seven angry killer groomsmen in order to survive the night.",4.36341704542471,2023-08-03,Til Death Do Us Part,6.1,3.6109179126442243,0.0,,109,0.0,"Horror, Thriller, Action",1,0,0,0,0,0
630586,1,Wrong Turn,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",4.363264216172894,2021-01-26,Wrong Turn,6.0,6.885509670034818,0.0,This land is their land.,110,15.144697121610244,"Horror, Thriller, Drama",1,1,0,0,0,0
700391,1,65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",4.362882040826196,2023-03-02,65,6.1,7.438971592395862,17.622173047734595,"65 million years ago, prehistoric Earth had a visitor.",92,17.822843743196746,"ScienceFiction, Action, Adventure",1,0,0,0,0,0
260513,1,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",4.360841301880897,2018-06-14,Incredibles 2,7.5,9.401208634738603,19.11382792451231,It's time to get back to being incredible.,118,20.940637047511206,"Action, Adventure, Animation, Family",1,0,0,0,0,0
50620,1,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",4.35763147783916,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,6.5,9.033961124637857,18.60300230074632,The epic finale that will live forever,115,20.536632181202723,"Adventure, Fantasy, Drama, Romance",1,0,0,0,0,0
668482,1,Roald Dahl's Matilda the Musical,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",4.3550150854270315,2022-11-25,Roald Dahl's Matilda the Musical,6.8,6.461468176353717,17.034386382832476,Meet the exception to the rules.,117,17.38792220487957,"Family, Comedy, Fantasy",0,1,0,0,0,0
335795,1,Monster High: The Movie,"Clawdeen Wolf, half human and half werewolf, has recently started attending Monster High, a school for monsters in all forms. After quickly befriending her classmates Frankie Stein and Draculaura, Clawdeen feels like she has finally found a place where she can truly be herself, or so she thinks. Soon, a devious plan to destroy Monster High threatens to reveal her real identity and Clawdeen must learn to embrace her true monster heart before it's too late.",4.35477105298235,2022-10-06,Monster High: The Movie,7.1,5.241747015059643,13.815510557964274,Skull's in session.,91,0.0,"Family, Fantasy, Comedy, Adventure",1,0,0,0,0,0
550988,1,Free Guy,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",4.354591201487812,2021-08-11,Free Guy,7.5,8.950143756459262,18.51599092375669,Life's too short to be a background character.,115,19.61921859966563,"Comedy, Adventure, ScienceFiction",1,0,0,0,0,0
717728,1,Jeepers Creepers: Reborn,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",4.353408514851865,2022-09-15,Jeepers Creepers: Reborn,5.6,6.785587645007929,15.424948470398375,Evil's Back. For More.,88,15.636053933810539,"Horror, Thriller, Mystery",1,1,0,0,0,0
38365,1,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",4.353382788732135,2010-06-24,Grown Ups,6.4,8.630700432209832,18.197537192638155,Boys will be boys. . . some longer than others.,102,19.41921553351942,Comedy,1,0,0,0,0,0
39254,1,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",4.3511420790095015,2011-09-28,Real Steel,7.0,8.936955604225226,18.51599092375669,Courage is stronger than steel.,127,19.516851748443067,"Action, ScienceFiction, Drama",1,0,1,0,0,0
10020,1,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",4.345453413818013,1991-10-22,Beauty and the Beast,7.7,9.137769679141348,17.034386382832476,The most beautiful love story ever told.,84,19.867523535750927,"Romance, Family, Animation, Fantasy",1,0,0,0,0,0
124905,1,Godzilla,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",4.345349683413241,2014-05-14,Godzilla,6.3,9.03741453682259,18.890684373198102,"The world ends, Godzilla begins.",123,20.08664277721624,"Action, Drama, ScienceFiction",1,0,0,0,0,0
301528,1,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",4.344804922186768,2019-06-19,Toy Story 4,7.5,9.11964950669168,18.980296531887788,Get Ready to Hit the Road,100,20.79409198042955,"Family, Adventure, Animation, Comedy, Fantasy",1,0,0,0,0,0
424139,1,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",4.344259864033738,2018-10-18,Halloween,6.5,8.381831553485561,16.11809565095832,Face Your Fate.,106,19.375807499611717,"Horror, Thriller",1,0,0,0,0,0
988078,0,A través del mar,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",4.342856920220145,2023-06-23,Through My Window: Across the Sea,6.6,6.340359303727752,0.0,,110,0.0,"Romance, Drama, Comedy",0,1,0,0,0,0
460458,1,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",4.341438987692097,2021-11-24,Resident Evil: Welcome to Raccoon City,6.0,7.691656822810547,17.034386382832476,Witness the beginning of evil.,107,17.551152288138404,"Horror, ScienceFiction, Action",1,1,1,0,0,0
400535,1,Sicario: Day of the Soldado,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,4.340735780256001,2018-06-27,Sicario: Day of the Soldado,6.9,8.074960359115858,17.37085861945369,No rules this time,122,18.14409267814021,"Action, Crime, Thriller",1,0,0,0,0,0
796185,0,Les Trois Mousquetaires : D'Artagnan,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",4.33999296887638,2023-04-05,The Three Musketeers: D'Artagnan,7.2,6.553933404025811,17.1296965626368,,121,17.254820956176957,"Adventure, Action, History , Drama",0,1,0,0,0,0
551271,1,Medieval,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.,4.339171324367452,2022-09-08,Medieval,7.1,6.016157159698354,16.951004773893423,For honor. For justice. For freedom.,126,15.276746329545958,"Action, Drama, History ",0,1,0,0,0,0
9502,1,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",4.336270612835677,2008-06-04,Kung Fu Panda,7.2,9.264449697623215,18.683045008419857,Prepare for awesomeness.,90,20.263995693194314,"Action, Adventure, Animation, Family, Comedy",1,0,0,0,0,0
1013860,1,R.I.P.D. 2: Rise of the Damned,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",4.335943428385798,2022-11-15,R.I.P.D. 2: Rise of the Damned,6.4,6.26530121273771,0.0,Meet the new law of the Afterlife.,102,0.0,"Action, Comedy, Fantasy, Crime",1,0,0,0,0,0
157433,1,Pet Sematary,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",4.334843303856011,2019-04-04,Pet Sematary,5.7,8.003028666384733,16.860032995687696,Sometimes dead is better.,101,18.54394407752846,"Horror, Thriller",1,0,0,0,0,0
1127227,0,Tayuan,"Ella, an events project manager, usually takes a private transportation service. However, she is forced to take a bus, where bus conductor Rico becomes aroused when her body gets pressed into him due to the thick crowd.  This encounter deeply affects Ella, and from that night on, she starts pursuing Rico. Even after discovering that Rico is already married with a daughter, Ella doesn’t care at all and she’ll do anything to make him want her just as much.",4.3342403414573525,2023-06-23,Tayuan,8.4,1.6094379124341003,0.0,,101,0.0,Drama,0,0,1,0,0,0
37265,0,Così fan tutte,"After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.",4.332508080292696,1992-02-21,All Ladies Do It,4.8,5.82600010738045,0.0,"A New Erotic Masterpiece from Tinto Brass, the Director of Caligula.",93,0.0,"Comedy, Drama",0,1,0,0,0,0
879444,1,Accident Man: Hitman's Holiday,"The Accident Man is back, and this time he must best the top assassins in the world to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure.",4.332008842277177,2022-10-14,Accident Man: Hitman's Holiday,6.5,4.787491742782046,0.0,A vacation to die for.,96,0.0,"Action, Comedy, Crime",0,1,0,0,0,0
961323,1,Nimona,"A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence.",4.3311148464509674,2023-06-23,Nimona,8.0,6.282266746896006,0.0,A new hero takes shape.,102,0.0,"Animation, Fantasy, Adventure, Comedy, Family",1,1,0,0,0,0
573171,0,Huevitos Congelados,"Follow the adventures of Toto and his family, who will have to travel to the South Pole to fulfill their promise to return a polar bear and some Spanish penguins to their home. In order to fulfill the promise, they will have to overcome some obstacles that will teach them how important teamwork is.",4.330785970480285,2022-12-14,A Frozen Rooster,7.7,5.777652323222656,0.0,,91,0.0,"Animation, Adventure, Comedy, Family",1,0,0,0,0,0
530385,1,Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",4.330535952385569,2019-07-03,Midsommar,7.2,8.740656691541368,16.012735135300492,Let the festivities begin.,147,17.686073261030387,"Horror, Drama, Mystery",1,1,0,0,0,0
454626,1,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",4.3302332152446485,2020-02-12,Sonic the Hedgehog,7.3,9.09661160664784,18.258161814454592,A whole new speed of hero.,99,19.5829426681913,"Action, ScienceFiction, Comedy, Family",1,0,1,0,0,0
348,1,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",4.329917217875331,1979-05-25,Alien,8.1,9.494541392591309,16.213405830762646,In space no one can hear you scream.,117,18.4688211828103,"Horror, ScienceFiction",1,1,0,0,0,0
102651,1,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",4.329508906762937,2014-05-28,Maleficent,7.1,9.434283603460957,19.008467408854486,Don't believe the fairy tale.,97,20.446905807585598,"Fantasy, Adventure, Action, Family, Romance",1,0,0,0,0,0
893345,1,The Secret Kingdom,"Verity and Peter’s trip to the old family mansion takes a turn when the floor of their room suddenly gives way and they fall into an underground chamber where they are met by a civilization of creatures. The leader tells them that Peter's arrival was foretold as he’s the one who can use Great Clock of the Citadel to restart time and destroy the Shroud, a malevolent creature who feeds on fear itself...",4.325892695880121,2023-04-27,The Secret Kingdom,6.8,3.7612001156935624,0.0,,98,0.0,"Family, Fantasy, Adventure",0,0,0,1,0,0
98566,1,Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",4.325628226074419,2014-08-07,Teenage Mutant Ninja Turtles,5.9,8.766550149546351,18.643824295266576,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,101,19.999669250915574,"ScienceFiction, Action, Adventure, Comedy",1,0,0,0,0,0
22803,1,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,4.325271080851408,2009-10-15,Law Abiding Citizen,7.4,8.448271745949816,17.785802471516394,Justice at any cost.,109,18.66710485186277,"Drama, Crime, Thriller",1,1,0,0,0,0
1074034,1,Ambush,"When a small outpost is ambushed, a US Army squad must take the battle below ground on a high-stakes mission in a new type of warfare the likes of which they have never seen.",4.325072611709401,2023-02-24,Ambush,6.5,4.127134385045092,0.0,The enemy is everywhere.,104,0.0,"War, Action, Thriller",0,0,0,0,0,0
76338,1,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",4.323549704914906,2013-10-30,Thor: The Dark World,6.5,9.705707120679628,18.951308995014536,Delve into the darkness,112,20.28442460117216,"Action, Adventure, Fantasy",1,0,0,0,0,0
207703,1,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,4.322913370181375,2014-12-13,Kingsman: The Secret Service,7.6,9.662498208076329,18.209959712636714,Manners maketh man.,129,19.84222531639753,"Crime, Comedy, Action, Adventure",1,1,0,0,0,0
72190,1,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",4.322767486423946,2013-06-20,World War Z,6.8,9.579141495712756,19.11382792451231,Remember Philly!,116,20.09190025570506,"Action, Drama, Horror, ScienceFiction, Thriller",1,1,0,0,0,0
49018,1,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",4.322223550303128,2011-03-31,Insidious,6.9,8.755264763314685,14.22097566607244,It's not the House that's Haunted.,103,18.41938876971296,"Horror, Thriller",1,0,0,0,0,0
930094,1,"Red, White & Royal Blue","After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",4.32149341493015,2023-07-27,"Red, White & Royal Blue",8.2,6.740519359606223,0.0,Love who you want. It's good foreign policy.,121,0.0,"Comedy, Romance",1,0,0,0,0,0
