Id,OriginalLanguage,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount,Budget,TagLine,RunTime,Revenue,Genres,North America,Europe,Asia,Oceania,South America,Africa
678512,1,story tim ballard former us government agent quits job order devote life rescuing children global sex traffickers,1219.338,2023-07-03,sound freedom,8.1,968,14500000,fight light silence darkness,131,238509549,action drama,1,0,0,0,0,0
939335,1,lapd k9 officer jake rosser witnessed shocking murder dedicated partner mysterious assailant investigates shooter ’ identity uncovers vast conspiracy chokehold city thrilling journey tangled streets los angeles corrupt bureaucracy lapd,1149.639,2023-09-29,muzzle,6.2,38,0,vengeance unleashed,100,7807,action crime drama thriller,1,0,0,0,0,0
893723,1,magical meteor crashlands adventure city gives paw patrol pups superpowers transforms mighty pups patrols archrival humdinger breaks jail teams mad scientist victoria vance steal powers mighty pups must save adventure city stop supervillains late,1146.931,2023-09-21,paw patrol mighty movie,7.3,61,30000000,unleash powers,92,148000000,animation family action sciencefiction,1,0,0,0,0,0
565770,1,recent college grad jaime reyes returns home full aspirations future find home quite left searches find purpose world fate intervenes jaime unexpectedly finds possession ancient relic alien biotechnology scarab,1120.681,2023-08-16,blue beetle,7.1,1360,120000000,jaime reyes superhero whether likes,128,128563796,action sciencefiction adventure,1,0,0,0,0,0
762430,1,mysterious caller puts bomb car seat matt turner begins highspeed chase across city complete specific series tasks kids trapped back seat bomb explode get car normal commute becomes twisted game life death matt follows strangers increasingly dangerous instructions race time save family,918.477,2023-08-23,retribution,7.0,458,20000000,roads lead truth,93,12905464,action thriller crime,1,1,0,0,0,0
1008042,1,group friends discover conjure spirits using embalmed hand become hooked new thrill one goes far unleashes terrifying supernatural forces,892.917,2023-07-26,talk,7.2,1522,4500000,call theyll answer,95,90030033,horror thriller,0,0,0,0,0,0
385687,1,many missions impossible odds dom toretto family outsmarted outnerved outdriven every foe path confront lethal opponent theyve ever faced terrifying threat emerging shadows past whos fueled blood revenge determined shatter family destroy everything—and everyone—that dom loves forever,881.636,2023-05-17,fast x,7.2,4039,340000000,end road begins,142,704709660,action crime thriller,1,0,0,0,0,0
958006,1,hitman boss art dealer moneylaundering scheme accidentally turns assassin overnight avantgarde sensation one forces play art world underworld,877.922,2023-09-14,kill room,5.7,25,50000000,crime art form,98,476375,crime thriller action,1,0,0,0,0,0
667538,1,new threat capable destroying entire planet emerges optimus prime autobots must team powerful faction known maximals fate humanity hanging balance humans noah elena whatever takes help transformers engage ultimate battle save earth,824.351,2023-06-06,transformers rise beasts,7.5,3438,195000000,unite fall,127,429800000,action adventure sciencefiction,1,0,0,0,0,0
346698,1,barbie ken time lives colorful seemingly perfect world barbie land however get chance go real world soon discover joys perils living among humans,799.046,2023-07-19,barbie,7.2,5535,145000000,shes everything hes ken,114,1440074393,comedy adventure fantasy,1,1,0,0,0,0
466420,1,oil discovered 1920s oklahoma osage nation land osage people murdered one one—until fbi steps unravel mystery,735.865,2023-10-18,killers flower moon,7.9,248,200000000,greed animal hungers blood,206,44000000,crime drama thriller,1,0,0,0,0,0
976573,1,city fire water land air residents live together fiery young woman gowiththeflow guy discover something elemental much common,731.166,2023-06-14,elemental,7.7,2729,200000000,opposites react,102,490797988,animation comedy family fantasy romance,1,0,0,0,0,0
862552,1,unable process death daughter detective boyd embarks hunt serial killer murders according brutal tribal ritual muti person help boyd professor mackles anthropologist hides unspeakable secret line sanity madness thins boyd goes deeper killer ’ world,718.948,2023-03-09,ritual killer,5.8,149,7000000,,92,0,mystery thriller action drama,1,0,0,0,0,0
807172,1,daughter angela friend katherine show signs demonic possession unleashes chain events forces single father victor fielding confront nadir evil terrified desperate seeks chris macneil person alive whos witnessed anything like,677.968,2023-10-04,exorcist believer,5.4,138,30000000,believe,111,107561805,horror,1,0,0,0,0,0
1174725,0,fearless alpine climbers ueli steck dani arnold enter deathdefying rivalry set speed records swiss alps great north faces,676.294,2023-10-04,race summit,6.2,20,0,,90,0,documentary action adventure,0,0,0,0,0,0
818511,0,truck racer roger loses everything receives tempting dangerous offer work getaway driver gang thieves,647.486,2023-09-27,overhaul,6.7,79,0,removing foot option,100,0,action thriller drama,0,0,0,0,0,0
298618,1,attempt save family inadvertently alters future barry allen becomes trapped reality general zod returned super heroes turn order save world return future knows barrys hope race life making ultimate sacrifice enough reset universe,617.418,2023-06-13,flash,6.9,3099,300000000,worlds collide,144,268375616,action adventure sciencefiction,1,0,0,0,0,0
1032948,1,unveiled madefortv documentary five chilling tales found footage horror emerge take viewers gorefilled journey grim underbelly forgotten 1980s,600.375,2023-09-22,vhs85,6.6,63,0,,110,0,horror thriller fantasy sciencefiction crime mystery,1,0,0,0,0,0
569094,1,reuniting gwen stacy brooklyn ’ fulltime friendly neighborhood spiderman catapulted across multiverse encounters spider society team spiderpeople charged protecting multiverse ’ existence heroes clash handle new threat miles finds pitted spiders must set save loves,590.704,2023-05-31,spiderman across spiderverse,8.4,4609,100000000,wear mask matters,140,683241751,animation action adventure,1,0,0,0,0,0
616747,1,woman son enlist motley crew socalled spiritual experts help rid home supernatural squatters,581.966,2023-07-26,haunted mansion,6.7,525,157800000,home haunt,123,113100000,fantasy comedy horror family,1,0,0,0,0,0
603692,1,price head ever increasing john wick uncovers path defeating high table earn freedom wick must face new enemy powerful alliances across globe forces turn old friends foes,580.689,2023-03-22,john wick chapter,7.8,4787,90000000,way back one way,170,426978565,action thriller crime,1,1,0,0,0,0
502356,1,working underground fix water main brooklyn plumbers—and brothers—mario luigi transported mysterious pipe wander magical new world brothers separated mario embarks epic quest find luigi,573.486,2023-04-05,super mario bros movie,7.8,6945,100000000,heroes wear capes wear overalls,93,1355725263,animation family adventure fantasy comedy,1,0,0,0,0,0
884315,1,pioneering family fights back gang vicious outlaws terrorizing newlybuilt farm plains montana,570.169,2022-09-08,terror prairie,6.1,42,0,,107,0,western action thriller,1,0,0,0,0,0
335977,1,finding new era approaching retirement indy wrestles fitting world seems outgrown tentacles alltoofamiliar evil return form old rival indy must hat pick whip make sure ancient powerful artifact doesnt fall wrong hands,570.112,2023-06-28,indiana jones dial destiny,6.7,1930,294700000,legend face destiny,155,382891104,adventure action,1,0,0,0,0,0
1067820,0,ian teenager lives father outskirts running small scams using ians ability generate visual illusions upon unsuspecting victims one cons goes awry abilities publicly spiral control ian becomes target two rival organizations seeking exploit powers,567.217,2023-03-16,awareness,5.9,62,0,reality illusion,112,0,sciencefiction mystery thriller action,0,1,0,0,0,0
820525,1,besieged writer ’ block crushing breakup tessa hardin travels portugal search woman wronged past – find hoping win back tessa realizes needs change ways make ultimate commitment,553.211,2023-09-13,everything,6.9,361,14000000,,93,9700000,romance drama,1,0,0,0,0,0
1076364,1,carl fredricksen reluctantly agrees go date lady friend—but admittedly idea dating works days ever helpful friend dug steps calm carls predate jitters offer triedandtrue tips making friends—if youre dog,548.829,2023-06-15,carls date,7.8,253,0,new adventure wingman,9,0,animation adventure family,1,0,0,0,0,0
1171541,1,international terrorist cult threatens global political stability kidnaps fellow agent ace sniper brandon beckett newlyformed global response intelligence team – grit – led colonel stone must travel across world malta infiltrate cult take leader free lady death stop global threat,548.206,2023-09-26,sniper grit global response intelligence team,6.7,39,0,,92,0,action thriller,1,0,0,0,0,0
872585,1,story j robert oppenheimer ’ role development atomic bomb world war ii,501.049,2023-07-19,oppenheimer,8.3,3937,100000000,world forever changes,181,942806065,drama history,1,1,0,0,0,0
675531,1,cursed town annual harvest becomes brutal battle survival halloween sawtooth jack terrifying legend rises cornfields threatening town ’ children groups boys unite defeat murderous scarecrow midnight richie rebellious outcast joins run motivated brother ’ previous victory hunt progresses richie makes shocking discovery faces pivotal choice break relentless cycle,493.268,2023-10-11,dark harvest,6.0,61,0,evil stalks,93,0,horror fantasy thriller,1,0,0,0,0,0
507089,1,recently fired desperate work troubled young man named mike agrees take position night security guard abandoned theme restaurant freddy fazbears pizzeria soon discovers nothing freddys seems,485.337,2023-10-25,five nights freddys,8.8,9,0,survive five nights,110,0,horror thriller,1,0,0,0,0,0
1010581,0,noah must leave city boyfriend friends move william leisters mansion flashy wealthy husband mother rafaela proud independent year old noah resists living mansion surrounded luxury however meets nick new stepbrother clash strong personalities becomes evident beginning,457.086,2023-06-08,fault,8.1,1806,0,,117,0,drama romance,0,1,0,0,0,0
1024773,1,desperate fit school sam rejects east indian culture family like everyone else however mythological demonic spirit latches onto former best friend must come terms heritage defeat,449.467,2023-09-06,lives inside,5.6,44,0,cant contain evil,99,4800000,horror mystery,1,0,0,0,0,0
502345,1,world shrouded darkness young girl must overcome fears travel mysterious city light save father dangerous scientist prevent destruction planet,432.662,2023-10-05,scarygirl,7.7,18,0,made hero,90,0,animation adventure,0,0,0,1,0,0
1039690,1,years mississippi state prison russell gaines struggles leave past sins behind returns home stoic father mitchell one fateful night meets maben young mother nothing stolen gun murdered police deputy name desperate run russell maben must trust one another escape circumstances truths intertwined violent past threatens destroy,422.125,2023-10-19,desperation road,5.8,8,0,road redemption twisted,112,0,action crime drama thriller,1,0,0,0,0,0
1058694,1,mexican border town plagued neglect corruption violence frustrated teacher tries radical new method break students ’ apathy unlock curiosity potential… maybe even genius,419.704,2023-10-19,radical,0.0,0,0,,127,0,drama,1,0,0,0,0,0
732684,0,digging one many tunnels moscow metro soviet workers unearth ruins dungeon site closed metro tunnel diverted amidst bustle one notices tunnel workers ’ foreman pocketing little ‘ souvenir ’ – booksized frame made precious metals featuring inscription unknown language decades later foreman ’ grandson ilya works courier discovers ancient relic pile old junk oblivious true value family heirloom soon learns mysterious stranger relic key secret location priceless ancient library belonged ivan terrible ilya ’ know search lost library going centuries powerful people ilya mysterious stranger decide try luck finding library,413.718,2022-10-27,raiders lost library,5.4,14,0,,105,0,action adventure,0,0,0,0,0,0
354912,1,despite family ’ baffling generationsold ban music miguel dreams becoming accomplished musician like idol ernesto de la cruz desperate prove talent miguel finds stunning colorful land dead following mysterious chain events along way meets charming trickster hector together set extraordinary journey unlock real story behind miguels family history,403.373,2017-10-27,coco,8.2,17870,175000000,celebration lifetime,105,800526015,family animation fantasy music comedy adventure,1,0,0,0,0,0
597845,0,many people know every house inhabited finns furry creatures appear human world take care house keep hearth finnick young finn doesnt seem care responsibility making home house making pranks « people » reason none families wanted stay long house everything changes new family comes house finnicks tricks work meets 13year old christine inexplicable events begin happen city finnick christine different team work together solve mystery events save city,399.196,2022-03-24,finnick,7.2,31,0,theres one every house,85,7523353,comedy adventure animation,0,1,0,0,0,0
1146147,1,lincoln best friend clyde struggle decide whether participate loud family spooktacular attend friend xanders party go trickortreating halloween,398.422,2023-09-28,really haunted loud house,7.8,5,0,,0,0,tvmovie comedy family,1,0,0,0,0,0
884605,1,brink losing childhood home maddie discovers intriguing job listing wealthy helicopter parents looking someone “ date ” introverted 19yearold son percy leaves college surprise maddie soon discovers awkward percy sure thing,396.048,2023-06-15,hard feelings,7.1,1531,45000000,pretty awkward,104,82995526,comedy romance,1,0,0,0,0,0
1161048,0,teambuilding conference municipal employees turns nightmare accusations corruption begin circulate plague work environment time mysterious figure begins murdering participants,384.892,2023-10-13,conference,5.6,111,0,,100,0,horror comedy thriller,0,0,0,0,0,0
717930,1,mission exposed undercover cia operative stuck deep hostile territory afghanistan must fight way alongside afghan translator extraction point kandahar whilst avoiding elite enemy forces foreign spies tasked hunting,369.895,2023-05-25,kandahar,6.9,657,0,thing dangerous mission escape,119,3000000,action thriller,1,0,0,0,0,0
467405,1,moving cottage together two young lovers confront horrors forgotten childhood,368.142,2017-09-29,dont sleep,4.6,37,0,dreams never remembered,101,0,horror thriller,1,0,0,0,0,0
447365,1,peter quill still reeling loss gamora must rally team around defend universe along protecting one mission completed successfully could quite possibly lead end guardians know,363.573,2023-05-03,guardians galaxy vol,8.0,5114,250000000,feeling,150,845430302,sciencefiction adventure action,1,0,0,0,0,0
1181678,0,lu conformist woman forties learns 15year partner extramarital affairs starting scratch gets involved unexpected relationship young womanizer,361.14,2023-09-21,¿quieres ser mi hijo,8.8,147,0,,100,0,comedy romance,1,0,0,0,0,0
734253,0,years ago ayodhyas prince raghava prince sesh along mighty vanar warriors travels island lanka aim rescue raghavas wife janaki abducted lankesh king lanka,359.792,2023-06-16,adipurush,5.5,58,63000000,celebrating victory good evil,179,43000000,action adventure drama fantasy,0,0,1,0,0,0
1172009,1,son wrongly accused kidnapping deacon lost wife takes matters hands fights crooked police gang clear,356.681,2023-09-22,black book,7.3,40,1000000,,124,0,mystery thriller action,0,0,0,0,0,0
447277,1,youngest king triton ’ daughters defiant ariel longs find world beyond sea visiting surface falls dashing prince eric mermaids forbidden interact humans ariel makes deal evil sea witch ursula gives chance experience life land ultimately places life – father ’ crown – jeopardy,355.064,2023-05-18,little mermaid,6.5,2252,297000000,watch youll see day ill part world,135,569244557,adventure family fantasy romance,1,0,0,0,0,0
724209,1,intelligence operative shadowy global peacekeeping agency races stop hacker stealing valuable — dangerous — weapon,354.284,2023-08-09,heart stone,6.9,1241,0,defy odds,124,0,thriller action,1,0,0,0,0,0
76600,1,set decade events first film learn story sully family jake neytiri kids trouble follows lengths go keep safe battles fight stay alive tragedies endure,353.479,2022-12-14,avatar way water,7.7,9977,460000000,return pandora,192,2320250281,sciencefiction adventure action,1,0,0,0,0,0
1017066,0,olga maks years away successful woman established position mother adult daughter handsome young man enjoys life handful lives moment might seem two different worlds never meet yet fate put way,347.013,2023-02-10,heaven hell,7.4,50,0,,120,0,drama romance,0,0,0,0,0,0
957992,0,great arms robbery,342.084,2022-04-09,great arms robbery,7.7,11,0,,72,0,crime drama action,0,0,1,0,0,0
912908,1,reggie abandoned mean city streets lowlife owner doug reggie certain beloved owner would never leave purpose reggie falls bug fasttalking foulmouthed stray loves freedom believes owners suckers reggie finally realizes toxic relationship begins see doug heartless sleazeball,330.248,2023-08-17,strays,7.5,456,46000000,go fetch,93,32000000,comedy adventure,1,0,0,0,0,0
614930,1,years sheltered human world turtle brothers set win hearts new yorkers accepted normal teenagers heroic acts new friend april oneil helps take mysterious crime syndicate soon get heads army mutants unleashed upon,323.721,2023-07-31,teenage mutant ninja turtles mutant mayhem,7.3,757,75000000,heroes arent born theyre mutated,100,180000000,animation comedy action,1,1,0,0,0,0
1139087,1,created disneys 100th anniversary short sees mickey mouse corralling gallery legendary disney characters group photo,314.227,2023-09-24,upon studio,9.0,120,0,years disney magic comes together,9,0,family animation fantasy comedy,1,0,0,0,0,0
517093,0,nato bombing yugoslavia yugoslav army pulls kosovo region leaving serbian people mercy albanian uck small band soldiers must take slatina airport hold russian peacekeepers arrive,309.92,2019-03-21,balkan line,7.7,324,3500000,choice,130,4944386,drama action war,0,1,0,0,0,0
315162,1,puss boots discovers passion adventure taken toll burned eight nine lives leaving one life left puss sets epic journey find mythical last wish restore nine lives,309.382,2022-12-07,puss boots last wish,8.3,6498,90000000,live adventure like last,103,482129780,adventure fantasy animation comedy family action,1,0,0,0,0,0
1040148,1,ruby gillman sweet awkward high school student discovers shes direct descendant warrior kraken queens kraken sworn protect oceans world vain powerhungry mermaids destined inherit throne commanding grandmother ruby must use newfound powers protect loves,305.499,2023-06-28,ruby gillman teenage kraken,7.4,707,70000000,discover hero beneath surface,91,43716515,animation family fantasy comedy,1,0,0,0,0,0
928217,0,grégoire beaulieu learns twin brother anthony girard gregoire bourgeois ambitious promised great career anthony prospect lives shenanigans two brothers ’ opposite especially one white black,304.269,2022-09-28,two kind,5.8,117,6200000,,98,0,comedy,0,1,0,0,0,0
882569,1,war afghanistan local interpreter risks life carry injured sergeant across miles grueling terrain,302.238,2023-04-19,guy ritchies covenant,7.8,1741,55000000,bond pledge commitment,123,20000000,war action thriller,1,1,0,0,0,0
496450,0,life ordinary parisian teenager marinette goes superhuman becomes ladybug bestowed magical powers creation ladybug must unite opposite cat noir save paris new villain unleashes chaos unto city,300.097,2023-07-05,miraculous ladybug cat noir movie,7.8,611,86000000,fate world hands,107,37628811,animation family action fantasy romance,0,1,0,0,0,0
1147400,0,miraculous holders another world appear paris come parallel universe everything reversed holders ladybug black cat miraculouses shadybug claw noir bad guys holder butterfly miraculous hesperia superhero ladybug cat noir help hesperia counter attacks evil doubles prevent seizing butterflys miraculous heroes also help hesperia make shadybug claw noir better people,300.058,2023-10-21,miraculous world paris tales shadybug claw noir,9.0,3,0,takes one decision become hero,50,0,animation adventure action,0,1,0,0,0,0
1150537,1,heels successfully escaping deadly digital trap members justice league emerge world discover grimm ravenous creatures remnant overtaken earth order defeat monsters must call new friends – team rwby – help,296.272,2023-10-17,justice league x rwby super heroes huntsmen part two,7.5,2,0,,0,0,animation action fantasy adventure,1,0,0,0,0,0
459003,0,mavka — soul forest warden — faces impossible choice love duty guardian heart forest falls love human — talented young musician lukas,293.328,2023-03-02,mavka forest song,7.3,420,5000000,,99,16858557,animation adventure family fantasy,0,0,0,0,0,0
1006462,1,horde giant hungry alligators unleashed group intransit prisoners guards massive hurricane floods louisiana,293.229,2023-07-14,flood,6.8,210,0,danger rising,93,0,action mystery thriller horror,1,0,0,0,0,0
156022,1,mccall believes put mysterious past behind dedicated beginning new quiet life meets teri young girl control ultraviolent russian gangsters ’ stand idly – help armed hidden skills allow serve vengeance anyone would brutalize helpless mccall comes selfimposed retirement finds desire justice reawakened someone problem odds stacked nowhere else turn mccall help equalizer,290.349,2014-09-24,equalizer,7.3,8242,55000000,see look,132,192330738,thriller action crime,1,0,0,0,0,0
1018754,1,girlfriend leaves new york city 3monthlong internship strongly opinionated berkeley arthouse movie theater manager begins exploring life bachelor,289.87,2023-08-04,shortcomings,5.9,23,0,constant life wont change,92,666482,comedy drama romance,1,0,0,0,0,0
1076487,1,gunned navy seal master chief must guide child safety gauntlet hostile taliban insurgents survive brutal afghanistan wilderness,289.708,2023-06-30,warhorse one,7.3,182,0,worth living worth dying,120,0,action drama war,0,0,0,0,0,0
830764,1,young jud crandall dreams leaving hometown ludlow maine behind soon discovers sinister secrets buried within forced confront dark family history forever keep connected ludlow,282.472,2023-09-23,pet sematary bloodlines,6.3,133,0,death different,87,0,horror fantasy sciencefiction,1,0,0,0,0,0
176,1,obsessed teaching victims value life deranged sadistic serial killer abducts morally wayward captured must face impossible choices horrific game survival victims must fight win lives back die trying,273.865,2004-10-01,saw,7.4,8446,1200000,live die make choice,103,103911669,horror mystery crime,1,0,0,0,0,0
439079,1,priest haunted past novice threshold final vows sent vatican investigate death young nun romania confront malevolent force form demonic nun,270.806,2018-09-05,nun,5.9,6187,22000000,pray forgiveness,96,365582797,horror mystery thriller,1,0,0,0,0,0
923579,0,cartoon famous fourlegged inhabitants st petersburg winter palace museum cats protect territory state hermitage rats mice,269.523,2023-03-23,cats museum,7.3,32,0,,80,7200000,animation comedy family fantasy,0,1,0,0,0,0
1180731,1,hilariously horrifying halloween special hosted tempestt bledsoe darryl bell three celebrity teams led jaleel white shoniqua shandai lil ’ xan embark gruesome game terror game must face series bonechilling scare zones trying scream team lowest score survives night takes home prestigious medal mayhem,263.544,2023-10-02,make scream,6.2,5,0,,0,0,comedy,1,0,0,0,0,0
840326,0,deep wilderness lapland aatami korpi searching gold stumbles upon nazi patrol breathtaking goldhungry chase destroyed mined lapland wilderness begins,261.626,2023-01-27,sisu,7.5,1390,6200000,vengeance golden,91,13009289,action war,1,1,0,0,0,0
947507,0,eleven year old gaming enthusiast hedvig finds life turned upside must step shoes father town ’ secret superhero sooner expected little know lead journey selfdiscovery uncover inner hero despite lack super strength speed coordination,258.269,2022-09-30,super,5.5,11,3800000,superpower,76,2013434,animation family fantasy,0,0,0,0,0,0
1083862,0,san francisco jill valentine dealing zombie outbreak new tvirus leon kennedy trail kidnapped darpa scientist claire redfield investigating monstrous fish killing whales bay joined chris redfield rebecca chambers discover trail clues separate cases converge location alcatraz island new evil taken residence awaits arrival,257.421,2023-06-22,resident evil death island,7.6,707,0,destinies intertwined world gone mad,91,53929,animation action horror,0,0,1,0,0,0
568124,1,tale extraordinary family madrigals live hidden mountains colombia magical house vibrant town wondrous charmed place called encanto magic encanto blessed every child family—every child except one mirabel discovers magic surrounding encanto danger mirabel decides ordinary madrigal might exceptional familys last hope,255.232,2021-10-13,encanto,7.6,8661,50000000,theres little magic usalmost us,102,253000000,animation comedy family fantasy,1,0,0,0,0,0
852436,0,alone mountains switzerland anne discovers isolated chalet surveillance bugged caught former life intelligence secret agent affair handler anne count get alive,254.693,2023-03-08,let kill,6.6,78,3200000,,97,0,thriller mystery,0,1,0,0,0,0
820609,1,exiled anxietyridden homebody must battle alien whos found way home,253.014,2023-09-22,one save,6.8,622,22800000,home invasion one saw coming,93,0,horror sciencefiction thriller,1,0,0,0,0,0
1157049,0,legendary gunman daisuke jigen comes japan pistol examined,252.262,2023-10-13,jigen daisuke,6.3,8,0,,120,0,action crime drama,0,0,1,0,0,0
455476,1,headstrong street orphan seiya search abducted sister unwittingly taps hidden powers discovers might person alive protect reincarnated goddess sent watch humanity let past go embrace destiny become knight zodiac,251.506,2023-04-27,knights zodiac,6.6,855,60000000,go beyond destiny,113,6794519,fantasy action adventure,1,0,1,0,0,0
900667,0,uta — beloved singer world voice sings concealing true identity described “ otherworldly ” appear public first time live concert venue fills kinds uta fans — excited pirates navy watching closely straw hats led luffy simply came enjoy sonorous performance — voice whole world waiting resound,247.744,2022-08-06,one piece film red,7.3,751,0,almighty voice fiery red locks,115,150797338,animation adventure action fantasy,0,0,1,0,0,0
9479,1,tired scaring humans every october old bag tricks jack skellington spindly king halloween town kidnaps santa claus plans deliver shrunken heads ghoulish gifts children christmas morning christmas approaches jacks ragdoll girlfriend sally tries foil misguided plans,239.91,1993-10-09,nightmare christmas,7.8,8578,24000000,halloween everybody make scene,76,75634409,fantasy animation family,1,0,0,0,0,0
680133,0,biopic father nation bangladesh sheikh mujibur rahman film showcase growing child standing injustice youth fighting independence country led country independence inspirational presence fight justice,239.782,2023-10-27,mujib making nation,0.0,0,8000000,,180,0,drama history war,0,0,1,0,0,0
790493,1,children world ’ greatest secret agents unwittingly help powerful game developer unleash computer virus gives control technology must become spies save parents world,236.817,2023-09-22,spy kids armageddon,6.3,82,0,meet next generation,98,0,family comedy action adventure,1,0,0,0,0,0
697843,1,tasked extracting family mercy georgian gangster tyler rake infiltrates one worlds deadliest prisons order save extraction gets hot gangster dies heat battle equally ruthless brother tracks rake team vienna order get revenge,236.58,2023-06-09,extraction,7.5,1874,65000000,prepare ride life,123,0,action thriller,1,0,0,0,0,0
536437,1,detective becomes entangled mystery involving missing daughter secret government program investigating string realitybending crimes,235.558,2023-05-11,hypnotic,6.4,663,70000000,control illusion,94,9464308,action mystery thriller sciencefiction,1,1,0,0,0,0
670292,1,amid future war human race forces artificial intelligence hardened exspecial forces agent grieving disappearance wife recruited hunt kill creator elusive architect advanced ai developed mysterious weapon power end war—and mankind,234.522,2023-09-27,creator,7.1,425,80000000,fight existence,134,90909118,sciencefiction action thriller,1,0,0,0,0,0
800198,1,discovering ancient book occult family activates dangerous ritual forcing communicate fight demonic force unique way see hear speak,233.741,2022-01-20,know fear,6.8,10,0,evil must known,77,0,horror,1,0,0,0,0,0
634649,1,peter parker unmasked longer able separate normal life highstakes superhero asks help doctor strange stakes become even dangerous forcing discover truly means spiderman,232.857,2021-12-15,spiderman way home,8.0,18389,200000000,multiverse unleashed,148,1921847111,action adventure sciencefiction,1,0,0,0,0,0
9552,1,12yearold regan macneil begins adapt explicit new personality strange events befall local area georgetown mother becomes torn science superstition desperate bid save daughter ultimately turns last hope father damien karras troubled priest struggling faith,231.878,1973-12-26,exorcist,7.7,7332,12000000,something almost beyond comprehension happening girl street house… man sent last resort man exorcist,122,441405644,horror,1,0,0,0,0,0
979275,1,sheriff tries keep peace desperate family man violently robs pill mill brotherinlaw alerting enforcer new orleans mafia,225.891,2023-08-04,mob land,5.8,41,0,crime family,111,0,action crime thriller,1,0,0,0,0,0
758323,1,father gabriele amorth chief exorcist vatican investigates young boys terrifying possession ends uncovering centuriesold conspiracy vatican desperately tried keep hidden,225.108,2023-04-05,popes exorcist,7.1,2045,18000000,inspired actual files father gabriele amorth chief exorcist vatican,103,70204828,horror thriller,1,1,0,0,0,0
14836,1,young girl discovers idealized parallel universe behind secret door new home unaware contains sinister secret,225.086,2009-02-05,coraline,7.9,7030,60000000,careful wish,100,124600000,animation family fantasy,1,0,0,0,0,0
1047041,0,26th movie entry “ detective conan ” franchise,224.05,2023-04-14,detective conan black iron submarine,6.5,43,0,,110,0,animation action crime mystery,0,0,1,0,0,0
3933,1,set 19thcentury european village stopmotion animation feature follows story victor young man whisked away underworld wed mysterious corpse bride real bride victoria waits bereft land living,222.679,2005-09-12,corpse bride,7.5,8298,40000000,theres grave misunderstanding,77,118133252,romance fantasy animation,1,1,0,0,0,0
